ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Heater,Price,English,Manually Corrected Title,Manually Corrected Review Content
R2ORKSPS3PZ2CT,GBH_311_KS,https://www.amazon.com/gp/profile/amzn1.account.AHJ63G4K7ER6HE3SCOAM3MJWA4XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Keeps me warm,5,5.0 out of 5 stars,This lasted me all winter and I used it in my office/plant room regularly. I'm assuming it will also work for a few more winters. Highly recommend Lasko,https://www.amazon.com/gp/customer-reviews/R2ORKSPS3PZ2CT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"April 27, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:40:54.053Z,2,39.19,0,Keeps me warm,This lasted me all winter and I used it in my office/plant room regularly. I'm assuming it will also work for a few more winters. Highly recommend Lasko
R1YF09KWW35PB9,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFIR6ZUNQU4GARGJHEGXHCFJWCKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5 Years and still running brand new..,5,5.0 out of 5 stars,"Bought this five years ago (Jan 2019) to be specific and was scouring Amazon to find it again to purchase a SECOND one, not because the first one no longer works, but because I bought another one in a different brand a few months ago to keep in my living room and it was done in less than a month. Let me just say there are no other brands that compete in both the longevity and the efficiency. Like I am truly in shock that I’ve had it as long I have. I bought it my junior year of college and I have been an alumni for almost 5 years now.. It. Still. Works. If you were waiting for that IT review, this is your sign. I’m typing this review with it currently blasting. To the creators thank you so much, you have kept me warm for many years.",https://www.amazon.com/gp/customer-reviews/R1YF09KWW35PB9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 24, 2025",Style: Heater,Verified Purchase,2 people found this helpful,,,,2025-06-03T13:40:54.054Z,2,39.19,0,5 Years and still running brand new..,"Bought this five years ago (Jan 2019) to be specific and was scouring Amazon to find it again to purchase a SECOND one, not because the first one no longer works, but because I bought another one in a different brand a few months ago to keep in my living room and it was done in less than a month. Let me just say there are no other brands that compete in both the longevity and the efficiency. Like I am truly in shock that I’ve had it as long I have. I bought it my junior year of college and I have been an alumni for almost 5 years now.. It. Still. Works. If you were waiting for that IT review, this is your sign. I’m typing this review with it currently blasting. To the creators thank you so much, you have kept me warm for many years."
R1HDNR3VRCLZ2F,Tara,https://www.amazon.com/gp/profile/amzn1.account.AH23S7LUVABAKBIN6WSTHY3GZEBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This Lasko heater cord is 1 1/2 - 2 feet shorter than passed cord.,4,4.0 out of 5 stars,I had another Lasko heater that I have loved. I had to order new because one side was starting to separate on my old one. The new Lasko heater I ordered and received cord is approx about 1 1/2 to 2 feet shorter than my old one. I really really like the longer cord. Please could you go back to that model.,https://www.amazon.com/gp/customer-reviews/R1HDNR3VRCLZ2F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"February 2, 2025",Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T13:40:54.054Z,2,39.19,0,This Lasko heater cord is 1 1/2 - 2 feet shorter than passed cord.,I had another Lasko heater that I have loved. I had to order new because one side was starting to separate on my old one. The new Lasko heater I ordered and received cord is approx about 1 1/2 to 2 feet shorter than my old one. I really really like the longer cord. Please could you go back to that model.
R53YGOWXVT627,lucy,https://www.amazon.com/gp/profile/amzn1.account.AFDWSGXGW6PILTBIM57UXEU54XMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,small but mighty!,5,5.0 out of 5 stars,"my boyfriend and i bought this for our living room because it is SO expensive to run the heat in our house. this was an excellent alternative! we turn it on to the highest setting and after even just half an hour, the ENTIRE living room is so cozy! it is a small living room, but still! it’s a lot of space for such a small heater!very easy to set up and use! i am a little concerned about durability; we use it daily so i’m worried it won’t last long, BUT we’ve had it for a month now and it’s still going strong!it works very well, it’s small but has a nice look to it - not an eyesore or anything lol, it’s very lightweight which is also nice! it does NOT have an oscillation feature - it is stationary, but like i said it’s capable of warming our whole living room after running for only 30 minutes so i think that’s fine. love it! highly recommend!",https://www.amazon.com/gp/customer-reviews/R53YGOWXVT627/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 5, 2025",Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T13:40:54.055Z,2,39.19,0,small but mighty!,"my boyfriend and i bought this for our living room because it is SO expensive to run the heat in our house. this was an excellent alternative! we turn it on to the highest setting and after even just half an hour, the ENTIRE living room is so cozy! it is a small living room, but still! it’s a lot of space for such a small heater!very easy to set up and use! i am a little concerned about durability; we use it daily so i’m worried it won’t last long, BUT we’ve had it for a month now and it’s still going strong!it works very well, it’s small but has a nice look to it - not an eyesore or anything lol, it’s very lightweight which is also nice! it does NOT have an oscillation feature - it is stationary, but like i said it’s capable of warming our whole living room after running for only 30 minutes so i think that’s fine. love it! highly recommend!"
RIM28KL7SJ9KY,JC,https://www.amazon.com/gp/profile/amzn1.account.AH6OIBNNBGOOT6PTVC6BEWGUSW2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Very relatable brand.,5,5.0 out of 5 stars,"Great heater. Unlike some others, the cord and plug do not get warm and it runs very quietly.",https://www.amazon.com/gp/customer-reviews/RIM28KL7SJ9KY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"April 8, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:40:54.055Z,2,39.19,0,Very relatable brand.,"Great heater. Unlike some others, the cord and plug do not get warm and it runs very quietly."
R292FF6MR5PAP0,Dominique,https://www.amazon.com/gp/profile/amzn1.account.AFE2XDPSGRZPXBRHKR3GOEXM5XMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Holy hotness!,5,5.0 out of 5 stars,"This thing gets TOASTY in the name! Way more powerful than ANY space heater I've ever had, even the larger more expensive ones don't output a 3rd of the heat this one does. I'm mad now I bought a Honeywell too which is twice the size, and that seems like a kids toy compared. Speaking of which, probably don't let your toddlers walk around this thing, and make sure it's a good distance from anything it's pointed at! I'm loving this heater! Depending on what my electric bill looks like, I might just get 1 or 2 more of these and say fk calling the HVAC guy to fix my furnace! Cuuuuz, this definitely pumps way more heat than my central air heating unit. I've only had it running for an hour pointed AWAY from the thermostat and the temp in my living room went from 65 to 74!",https://www.amazon.com/gp/customer-reviews/R292FF6MR5PAP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"December 8, 2024",Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T13:40:54.056Z,2,39.19,0,Holy hotness!,"This thing gets TOASTY in the name! Way more powerful than ANY space heater I've ever had, even the larger more expensive ones don't output a 3rd of the heat this one does. I'm mad now I bought a Honeywell too which is twice the size, and that seems like a kids toy compared. Speaking of which, probably don't let your toddlers walk around this thing, and make sure it's a good distance from anything it's pointed at! I'm loving this heater! Depending on what my electric bill looks like, I might just get 1 or 2 more of these and say fk calling the HVAC guy to fix my furnace! Cuuuuz, this definitely pumps way more heat than my central air heating unit. I've only had it running for an hour pointed AWAY from the thermostat and the temp in my living room went from 65 to 74!"
R2A0UF3GHOJHQP,RBC,https://www.amazon.com/gp/profile/amzn1.account.AETHPI4AC6PZE7TMQMFVQCGOVMVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Heats nicely but this one is way louder than it should be.,3,3.0 out of 5 stars,This is the second little fan/heater I bought but it was super loud right out of the box. It's been in its box for about 6 months untouched until it was simply too cold in my office. Put it in level 1 heat and works fine but the fan is super loud and I know it shouldn't be that way .It is too late for a return and it will help on the few occasions I need to warm up but I'm very disappointed that it is not of the same quality as my first one.,https://www.amazon.com/gp/customer-reviews/R2A0UF3GHOJHQP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"December 20, 2023",Style: Heater,Verified Purchase,6 people found this helpful,,,,2025-06-03T13:40:54.057Z,2,39.19,0,Heats nicely but this one is way louder than it should be.,This is the second little fan/heater I bought but it was super loud right out of the box. It's been in its box for about 6 months untouched until it was simply too cold in my office. Put it in level 1 heat and works fine but the fan is super loud and I know it shouldn't be that way .It is too late for a return and it will help on the few occasions I need to warm up but I'm very disappointed that it is not of the same quality as my first one.
R1S7UNNIYU78J3,april j.,https://www.amazon.com/gp/profile/amzn1.account.AFGOIE2W6MEUTL3N57MERDDUSTVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Warming,4,4.0 out of 5 stars,It's cute warms you up but gotta be a little closer then some other heaters,https://www.amazon.com/gp/customer-reviews/R1S7UNNIYU78J3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 26, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:40:54.057Z,2,39.19,0,Warming,It's cute warms you up but gotta be a little closer then some other heaters
R9W84J5BNIHZI,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFFZQQTF4KRR3BOTEAHHDNH4NONQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This little guy will run you out of the room,4,4.0 out of 5 stars,"This is my third one, all placed in rooms I go in the most - rest room- no more cold toilet seat - this this close by and the heat warms it in a minute, bedroom, and office - but you could move tham anywhere of course. This one is a an enormous bedroom with 12 foot ceilings, so I keep the ceiling fan on to push the heat back down, but it will warm the room in minutes and keep it warm, but not baking alive, due to the thermostat. Sometimes, it keeps running after I set it though, but there is a strong chance it could be me, not paying attention and getting in tune with it. I love them, my electric bill would be twice as high to heat an apartment this big without them. Fairly quiet, it's just rushing wind from a strong fan. One thing, DO NOT SIT ANYTHING CLOSE TO THEM AND ONLY SET THEM ON A FLAT, HEAT RESISTANT SURFACE. The heat will shoot out and rise, acting like a convection oven if anything is close, it will basically bake it, heating it up. Leaving it on 3 feet from the bathtub for 4-5 hours, I return and even the shower rod ( 7 feet off the floor ) was almost too hot to touch!! With the steam and heat, it looked like it actually dried out the ceiling in the small room, I had to touch it up and not run it so long in there. They work, make no mistake, just use common sense though. If you have ceiling fans, it really helps push the heat back down I believe too.",https://www.amazon.com/gp/customer-reviews/R9W84J5BNIHZI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 29, 2023",Style: Heater,Verified Purchase,11 people found this helpful,,,,2025-06-03T13:40:54.058Z,2,39.19,0,This little guy will run you out of the room,"This is my third one, all placed in rooms I go in the most - rest room- no more cold toilet seat - this this close by and the heat warms it in a minute, bedroom, and office - but you could move tham anywhere of course. This one is a an enormous bedroom with 12 foot ceilings, so I keep the ceiling fan on to push the heat back down, but it will warm the room in minutes and keep it warm, but not baking alive, due to the thermostat. Sometimes, it keeps running after I set it though, but there is a strong chance it could be me, not paying attention and getting in tune with it. I love them, my electric bill would be twice as high to heat an apartment this big without them. Fairly quiet, it's just rushing wind from a strong fan. One thing, DO NOT SIT ANYTHING CLOSE TO THEM AND ONLY SET THEM ON A FLAT, HEAT RESISTANT SURFACE. The heat will shoot out and rise, acting like a convection oven if anything is close, it will basically bake it, heating it up. Leaving it on 3 feet from the bathtub for 4-5 hours, I return and even the shower rod ( 7 feet off the floor ) was almost too hot to touch!! With the steam and heat, it looked like it actually dried out the ceiling in the small room, I had to touch it up and not run it so long in there. They work, make no mistake, just use common sense though. If you have ceiling fans, it really helps push the heat back down I believe too."
R7Z48BKG10XQI,Patrick Austin Copes,https://www.amazon.com/gp/profile/amzn1.account.AEW7Z2F4DXHYQZBBQDGCYWA7PNRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Cheap and small, but lasts",4,4.0 out of 5 stars,I live in a small dorm and didn't need anything big or fancy. This little thing has kept me warm for many winters. It doesn't sound too great anymore but it's chugging along. I would recommend if it's for a small space like an average sized bedroom,https://www.amazon.com/gp/customer-reviews/R7Z48BKG10XQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"November 21, 2024",Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T13:41:00.930Z,2,39.19,0,"Cheap and small, but lasts",I live in a small dorm and didn't need anything big or fancy. This little thing has kept me warm for many winters. It doesn't sound too great anymore but it's chugging along. I would recommend if it's for a small space like an average sized bedroom
R1LMC6AYRX314C,Marcy Thomas,https://www.amazon.com/gp/profile/amzn1.account.AGMJ7CK5WOGLARZIDXKAIPVJT3RQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,It packs a punch!,4,4.0 out of 5 stars,For a little heater it warmed up the bedroom instantly! I definitely recommend it!,https://www.amazon.com/gp/customer-reviews/R1LMC6AYRX314C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"December 6, 2024",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.931Z,2,39.19,0,It packs a punch!,For a little heater it warmed up the bedroom instantly! I definitely recommend it!
R2VYZ5MWM5XDCL,mark pfromm,https://www.amazon.com/gp/profile/amzn1.account.AG77XM5UHNDQC4HYEF5LQBN5IPMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"A ""sleeper"" if I've ever seen one..",5,5.0 out of 5 stars,"Do NOT underestimate, this little thing heats it up FAST !",https://www.amazon.com/gp/customer-reviews/R2VYZ5MWM5XDCL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"March 6, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.931Z,2,39.19,0,"A ""sleeper"" if I've ever seen one..","Do NOT underestimate, this little thing heats it up FAST !"
RPSCHIM9OZUON,Lynn,https://www.amazon.com/gp/profile/amzn1.account.AGMH5YHE64AKSYHICANHOZN3MCPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Arrived early!!,5,5.0 out of 5 stars,This product works great as described. The heater arrived a day early which was a welcomed surprise. Our old heater had died and it was very cold. So thankful that it came early and meets our expectations. Thank you.,https://www.amazon.com/gp/customer-reviews/RPSCHIM9OZUON/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 18, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.932Z,2,39.19,0,Arrived early!!,This product works great as described. The heater arrived a day early which was a welcomed surprise. Our old heater had died and it was very cold. So thankful that it came early and meets our expectations. Thank you.
R3CBKWFA6ZQPWX,rita,https://www.amazon.com/gp/profile/amzn1.account.AHXRJ52PEIE7KQQMGQ6G7365YURA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Toasty & Cozy,5,5.0 out of 5 stars,So far it works great!  I’ve had a large LASKO heater for almost 10 years now & it still works great.  That’s why I bought this small one (which I keep on up to 1 1/2 hours at a time) to keep my pets warm in a room that has no heat.,https://www.amazon.com/gp/customer-reviews/R3CBKWFA6ZQPWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"December 27, 2024",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.932Z,2,39.19,0,Toasty & Cozy,So far it works great!  I’ve had a large LASKO heater for almost 10 years now & it still works great.  That’s why I bought this small one (which I keep on up to 1 1/2 hours at a time) to keep my pets warm in a room that has no heat.
RXMV1DVTIKRA3,Ofer Ben-amots,https://www.amazon.com/gp/profile/amzn1.account.AEXMLPGH7KHZPCMCOV3PAKK2OKMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,An excellent tabletop ceramic heater.,5,5.0 out of 5 stars,An excellent tabletop ceramic heater.  Inexpensive and efficient.,https://www.amazon.com/gp/customer-reviews/RXMV1DVTIKRA3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"February 18, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.933Z,2,39.19,0,An excellent tabletop ceramic heater.,An excellent tabletop ceramic heater.  Inexpensive and efficient.
R2F9OA4AZZKZ4U,Grace Assaye,https://www.amazon.com/gp/profile/amzn1.account.AF7FUCACOF5BHFK3NRUX6UVQBGFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,I love this little heater,4,4.0 out of 5 stars,"I love this little heater! I have had it for around a month now and it has really changed my living experience. My NYC apartment offers little to no heat from the radiators, and the room itself is poorly insulated, so I was walking around my apartment with heavy winter jackets on. I finally decided to buy this heater, despite some negative reviews about its longevity and electrical issues. So far, it has held up extremely well. When I first got it, I left it on the highest heat setting (because my room was positively frigid) and it took a few hours to fully heat up my room to a comfortable level (my room being approx. 12 x 14 with 10 foot ceiling). It would likely take less time for a better-insulated or smaller room. That being said, I now leave the temperature dial to around the third or fourth setting and the heater will kick in every 20-30 minutes to keep my room at a nice temperature. When I sleep, I leave it on the second or third dial, and it maintains the temperature throughout the night so I don't have to wake up to a cold room. Although the cord does get warm if I leave it on for too long, even on the days when I had it up on the highest setting for hours, it didn't get hot enough for concern. It's plugged into a wall outlet, and is the only thing plugged in there. That being said, there have been two occasions where my roommate and I have overloaded the circuit by using our heaters concurrently, but that's a minor negative. Overall, I am impressed so far by the quality of this heater for the low price, and the absolute increase in my comfort at home. I will update if anything changes.",https://www.amazon.com/gp/customer-reviews/R2F9OA4AZZKZ4U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 30, 2018",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.933Z,2,39.19,0,I love this little heater,"I love this little heater! I have had it for around a month now and it has really changed my living experience. My NYC apartment offers little to no heat from the radiators, and the room itself is poorly insulated, so I was walking around my apartment with heavy winter jackets on. I finally decided to buy this heater, despite some negative reviews about its longevity and electrical issues. So far, it has held up extremely well. When I first got it, I left it on the highest heat setting (because my room was positively frigid) and it took a few hours to fully heat up my room to a comfortable level (my room being approx. 12 x 14 with 10 foot ceiling). It would likely take less time for a better-insulated or smaller room. That being said, I now leave the temperature dial to around the third or fourth setting and the heater will kick in every 20-30 minutes to keep my room at a nice temperature. When I sleep, I leave it on the second or third dial, and it maintains the temperature throughout the night so I don't have to wake up to a cold room. Although the cord does get warm if I leave it on for too long, even on the days when I had it up on the highest setting for hours, it didn't get hot enough for concern. It's plugged into a wall outlet, and is the only thing plugged in there. That being said, there have been two occasions where my roommate and I have overloaded the circuit by using our heaters concurrently, but that's a minor negative. Overall, I am impressed so far by the quality of this heater for the low price, and the absolute increase in my comfort at home. I will update if anything changes."
R1HP7RQUS5BHEW,tezcat,https://www.amazon.com/gp/profile/amzn1.account.AE2KOV3S55FQF4BYBLYPNTZXLSFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Auto shut off and heats up a 10'x20' room to balmy,4,4.0 out of 5 stars,"UPDATE:I've had this little heater 10 months and pulled it out when we had a cold snap recently.  While it still does a great job heating up a room, the fan on it has gotten worse.  I get the same fan speed no matter which setting I use and the fan is a lot louder this year.  I still love the fact the box doesn't heat up much after it's been running, so I don't have to wait for it to cool down to move it to another room, but I'm looking for another unit because the fan noise is getting too loud to sleep.================================================I needed a replacement for my old space heater in the bedroom.  I use these to maintain a warmer temperature in there during the winter so I can turn the furnace down at night.  I was a bit skeptical of this one when I got it because it's extremely lightweight, so I doubted it's ability to generate sufficient heat for a 10'x20' room.  I have to admit, I've been pleasantly surprised.  I can leave the thermostat on it to the 4th setting (1/4 turn) and it keeps the room balmy when it's in the 40s outside.  When the temperature drops down to freezing, turning it up to the 6th setting still keeps the room cozy.One thing I find odd about this little heater is the fan.  For some reason the fan makes more noise when it's set to fan only, or the middle fan setting.  It sounds like it's not balanced, tbh.  However, when the fan is set to 2, the vibration levels out and the fan noise doesn't disturb my sleep.Overall, for the money, I'm very pleased with the purchase.",https://www.amazon.com/gp/customer-reviews/R1HP7RQUS5BHEW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"February 11, 2020",Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T13:41:00.934Z,2,39.19,0,Auto shut off and heats up a 10'x20' room to balmy,"UPDATE:I've had this little heater 10 months and pulled it out when we had a cold snap recently.  While it still does a great job heating up a room, the fan on it has gotten worse.  I get the same fan speed no matter which setting I use and the fan is a lot louder this year.  I still love the fact the box doesn't heat up much after it's been running, so I don't have to wait for it to cool down to move it to another room, but I'm looking for another unit because the fan noise is getting too loud to sleep.================================================I needed a replacement for my old space heater in the bedroom.  I use these to maintain a warmer temperature in there during the winter so I can turn the furnace down at night.  I was a bit skeptical of this one when I got it because it's extremely lightweight, so I doubted it's ability to generate sufficient heat for a 10'x20' room.  I have to admit, I've been pleasantly surprised.  I can leave the thermostat on it to the 4th setting (1/4 turn) and it keeps the room balmy when it's in the 40s outside.  When the temperature drops down to freezing, turning it up to the 6th setting still keeps the room cozy.One thing I find odd about this little heater is the fan.  For some reason the fan makes more noise when it's set to fan only, or the middle fan setting.  It sounds like it's not balanced, tbh.  However, when the fan is set to 2, the vibration levels out and the fan noise doesn't disturb my sleep.Overall, for the money, I'm very pleased with the purchase."
RJAOPOH35DGCJ,Aphrodite Perez,https://www.amazon.com/gp/profile/amzn1.account.AGHIQ2CVEIGY6RR7IPDPVNB7DKMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Love it,5,5.0 out of 5 stars,I love this little heater! Would definitely purchase again!,https://www.amazon.com/gp/customer-reviews/RJAOPOH35DGCJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"February 12, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.935Z,2,39.19,0,Love it,I love this little heater! Would definitely purchase again!
R1PSDFAGE281SU,Kuwata,https://www.amazon.com/gp/profile/amzn1.account.AELMQJOTGGKYKZK54ZLV7P3JM25Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Durable and portable,5,5.0 out of 5 stars,"It is a very nice little device, very durable and serve the small area very warm and comfy, no complaint",https://www.amazon.com/gp/customer-reviews/R1PSDFAGE281SU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"January 19, 2025",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:00.935Z,2,39.19,0,Durable and portable,"It is a very nice little device, very durable and serve the small area very warm and comfy, no complaint"
R20P04ORGONXYF,George Williams,https://www.amazon.com/gp/profile/amzn1.account.AFVEEIYWNKV5IHDX4UTM5CAB7KGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Excellent heater, great price",5,5.0 out of 5 stars,"Great little heater, that can't be beat at that price!  I have used it extensively this winter to heat my bedroom.  It has done an outstanding job.  I have not had any issues with it.  It has operated exactly as described and has done a wonderful job.I bought it to replace a different small heater bought a couple years ago.  That heater was around the same price, but always felt cheap and unreliable.  I made sure to always keep it within my eye-line as I felt like it was going to catch on fire any day.  Then, one it just shorted out and stopped working.  I searched Amazon for a replacement, and considered spending more for something more reliable.  I came across this heater, in the same pricing area, and decided to take a chance.  I could not be happier with my purchase.  This device feels much better made, more sturdy, and more trustworthy.On my device, only the front grill get hot to the touch.  The top, bottom, back, and sides all remain cool to the touch even when the device has been running on high for hours.I am very happy with my purchase and would buy it again in a heartbeat.(Edit):  I did actually buy it again!  I had need for a second unit, so I made sure I ordered exactly the same device.  This would be appropriately 2-3 years apart.  The new unit looks even nicer, only slight changes to the look, but I'd say they're improvements.  Both units are running great, have never given me any trouble, and have my confidence that they're not going to suddenly catch on fire (which I can't say the same about some other brands I've owned in the past.)  So I'm still happy with this device and would recommend it.",https://www.amazon.com/gp/customer-reviews/R20P04ORGONXYF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"March 9, 2018",Style: Heater,Verified Purchase,27 people found this helpful,,,,2025-06-03T13:41:09.389Z,2,39.19,0,"Excellent heater, great price","Great little heater, that can't be beat at that price!  I have used it extensively this winter to heat my bedroom.  It has done an outstanding job.  I have not had any issues with it.  It has operated exactly as described and has done a wonderful job.I bought it to replace a different small heater bought a couple years ago.  That heater was around the same price, but always felt cheap and unreliable.  I made sure to always keep it within my eye-line as I felt like it was going to catch on fire any day.  Then, one it just shorted out and stopped working.  I searched Amazon for a replacement, and considered spending more for something more reliable.  I came across this heater, in the same pricing area, and decided to take a chance.  I could not be happier with my purchase.  This device feels much better made, more sturdy, and more trustworthy.On my device, only the front grill get hot to the touch.  The top, bottom, back, and sides all remain cool to the touch even when the device has been running on high for hours.I am very happy with my purchase and would buy it again in a heartbeat.(Edit):  I did actually buy it again!  I had need for a second unit, so I made sure I ordered exactly the same device.  This would be appropriately 2-3 years apart.  The new unit looks even nicer, only slight changes to the look, but I'd say they're improvements.  Both units are running great, have never given me any trouble, and have my confidence that they're not going to suddenly catch on fire (which I can't say the same about some other brands I've owned in the past.)  So I'm still happy with this device and would recommend it."
R1DDNGHUP08RIL,TDoane,https://www.amazon.com/gp/profile/amzn1.account.AGCGGKKFLECHWV4W3DYT6KBJJWFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A Good Little Heater,4,4.0 out of 5 stars,"This heater is compact in size and perfect for an office or small room.  It is lightweight, and easy to move around as needed.  I found the fan of the heater to be a little louder than I would like.  It is not unduly loud, just know it is not a quiet fan for the size of the unit.  Second, I did not notice an air output difference between high and low heat selection on the dial.  Overall, a good little heater for the price.",https://www.amazon.com/gp/customer-reviews/R1DDNGHUP08RIL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,"March 9, 2024",Style: Heater,Verified Purchase,,,,,2025-06-03T13:41:09.389Z,2,39.19,0,A Good Little Heater,"This heater is compact in size and perfect for an office or small room.  It is lightweight, and easy to move around as needed.  I found the fan of the heater to be a little louder than I would like.  It is not unduly loud, just know it is not a quiet fan for the size of the unit.  Second, I did not notice an air output difference between high and low heat selection on the dial.  Overall, a good little heater for the price."
