country,iso2c,year,GDP_Pcap,Population,Inflation
France,FR,1993,22380.331904695,59106166,2.10446277124641
France,FR,1994,23496.367675721,59327585,1.65551532926996
France,FR,1995,26889.4250554833,59543659,1.79648142095595
France,FR,1996,26870.2852380937,59756533,1.98288365089736
France,FR,1997,24226.8846867539,59969944,1.20394294026966
France,FR,1998,24971.5744885632,60192790,0.65112686783302
France,FR,1999,24678.3910613218,60504420,0.537141639134613
France,FR,2000,22416.425417915,60921384,1.6759598872093
France,FR,2001,22449.3396931175,61367388,1.63478079549599
France,FR,2002,24288.2700193508,61816234,1.9234122872706
France,FR,2003,29627.92426353,62256970,2.09847219146922
France,FR,2004,33797.1624418436,62716306,2.14208964640242
France,FR,2005,34768.1759037525,63188395,1.74586936380481
France,FR,2006,36470.2128399313,63628261,1.67512449608728
France,FR,2007,41557.6235648179,64021737,1.48799805953858
France,FR,2008,45515.9617533473,64379696,2.81286194914787
France,FR,2009,41737.7635518137,64710879,0.0876204781574529
France,FR,2010,40676.0647913181,65030575,1.53112270420924
France,FR,2011,43846.4660764798,65345233,2.11159795174997
France,FR,2012,40870.8523645734,65662240,1.95419531613507
France,FR,2013,42602.7179652667,66002289,0.863715497861826
France,FR,2014,43068.5487241739,66312067,0.507758822937957
France,FR,2015,36652.9223052178,66548272,0.0375143805125363
France,FR,2016,37062.5335723829,66724104,0.183334861123848
France,FR,2017,38781.0494870836,66918020,1.03228275064674
France,FR,2018,41557.8548588876,67158348,1.85081508315494
France,FR,2019,40494.8982936276,67388001,1.10825492288292
France,FR,2020,39055.2829280754,67571107,0.476498852725083
France,FR,2021,43658.9789781222,67749632,1.64233141038392
France,FR,2022,NA,NA,5.22236748369725
France,FRA,1987,NA,NA,NA
France,FRA,1988,NA,NA,NA
France,FRA,1989,NA,NA,NA
France,FRA,1990,NA,NA,NA
France,FRA,1991,NA,NA,NA
France,FRA,1992,NA,NA,NA
France,FRA,1993,NA,NA,NA
France,FRA,1994,NA,NA,NA
France,FRA,1995,NA,NA,NA
France,FRA,1996,NA,NA,NA
France,FRA,1997,NA,NA,NA
France,FRA,1998,NA,NA,NA
France,FRA,1999,NA,NA,NA
France,FRA,2000,NA,NA,NA
France,FRA,2001,NA,NA,NA
France,FRA,2002,NA,NA,NA
France,FRA,2003,NA,NA,NA
France,FRA,2004,NA,NA,NA
France,FRA,2005,NA,NA,NA
France,FRA,2006,NA,NA,NA
France,FRA,2007,NA,NA,NA
France,FRA,2008,NA,NA,NA
France,FRA,2009,NA,NA,NA
France,FRA,2010,NA,NA,NA
France,FRA,2011,NA,NA,NA
France,FRA,2012,NA,NA,NA
France,FRA,2013,NA,NA,NA
France,FRA,2014,NA,NA,NA
France,FRA,2015,NA,NA,NA
France,FRA,2016,NA,NA,NA
France,FRA,2017,NA,NA,NA
France,FRA,2018,NA,NA,NA
France,FRA,2019,NA,NA,NA
France,FRA,2020,NA,NA,NA
Iran Islamic Rep.,IRN,1987,NA,NA,NA
Iran Islamic Rep.,IRN,1988,NA,NA,NA
Iran Islamic Rep.,IRN,1989,NA,NA,NA
Iran Islamic Rep.,IRN,1990,NA,NA,NA
Iran Islamic Rep.,IRN,1991,NA,NA,NA
Iran Islamic Rep.,IRN,1992,NA,NA,NA
Iran Islamic Rep.,IRN,1993,NA,NA,NA
Iran Islamic Rep.,IRN,1994,NA,NA,NA
Iran Islamic Rep.,IRN,1995,NA,NA,NA
Iran Islamic Rep.,IRN,1996,NA,NA,NA
Iran Islamic Rep.,IRN,1997,NA,NA,NA
Iran Islamic Rep.,IRN,1998,NA,NA,NA
Iran Islamic Rep.,IRN,1999,NA,NA,NA
Iran Islamic Rep.,IRN,2000,NA,NA,NA
Iran Islamic Rep.,IRN,2001,NA,NA,NA
Iran Islamic Rep.,IRN,2002,NA,NA,NA
Iran Islamic Rep.,IRN,2003,NA,NA,NA
Iran Islamic Rep.,IRN,2004,NA,NA,NA
Iran Islamic Rep.,IRN,2005,NA,NA,NA
Iran Islamic Rep.,IRN,2006,NA,NA,NA
Iran Islamic Rep.,IRN,2007,NA,NA,NA
Iran Islamic Rep.,IRN,2008,NA,NA,NA
Iran Islamic Rep.,IRN,2009,NA,NA,NA
Iran Islamic Rep.,IRN,2010,NA,NA,NA
Iran Islamic Rep.,IRN,2011,NA,NA,NA
Iran Islamic Rep.,IRN,2012,NA,NA,NA
Iran Islamic Rep.,IRN,2013,NA,NA,NA
Iran Islamic Rep.,IRN,2014,NA,NA,NA
Iran Islamic Rep.,IRN,2015,NA,NA,NA
Iran Islamic Rep.,IRN,2016,NA,NA,NA
Iran Islamic Rep.,IRN,2017,NA,NA,NA
Iran Islamic Rep.,IRN,2018,NA,NA,NA
Iran Islamic Rep.,IRN,2019,NA,NA,NA
Iran Islamic Rep.,IRN,2020,NA,NA,NA
"Iran, Islamic Rep.",IR,1960,196.323927100171,21388806,9.82241081297881
"Iran, Islamic Rep.",IR,1961,201.374873296143,21983622,3.16256439585737
"Iran, Islamic Rep.",IR,1962,207.633533944117,22605050,0.721320571656317
"Iran, Islamic Rep.",IR,1963,211.901117833205,23259094,0.371849607221687
"Iran, Islamic Rep.",IR,1964,224.64111707217,23948624,3.81448957223042
"Iran, Islamic Rep.",IR,1965,251.239039884272,24667026,2.15437483520965
"Iran, Islamic Rep.",IR,1966,267.334102601745,25398700,-0.388148532154467
"Iran, Islamic Rep.",IR,1967,289.108984961395,26133341,1.59761007964359
"Iran, Islamic Rep.",IR,1968,320.858644114884,26875302,0.690360521996216
"Iran, Islamic Rep.",IR,1969,352.45263457082,27643685,3.59319451551283
"Iran, Islamic Rep.",IR,1970,385.812266017851,28449705,1.66687093970065
"Iran, Islamic Rep.",IR,1971,469.083512080606,29273682,4.19529837265424
"Iran, Islamic Rep.",IR,1972,569.663454428143,30111574,6.39824135128874
"Iran, Islamic Rep.",IR,1973,874.113595284197,30981898,9.8194867331876
"Iran, Islamic Rep.",IR,1974,1448.7637069233,31895534,14.2489355382568
"Iran, Islamic Rep.",IR,1975,1575.80607387262,32856976,12.879181833834
"Iran, Islamic Rep.",IR,1976,2011.0272869926,33841060,11.2561425062112
"Iran, Islamic Rep.",IR,1977,2311.01542973089,34876497,27.2877846793093
"Iran, Islamic Rep.",IR,1978,2166.89034831665,35993661,11.7219692041212
"Iran, Islamic Rep.",IR,1979,2429.56177238612,37205013,10.4872367273486
"Iran, Islamic Rep.",IR,1980,2449.65340109462,38520664,20.6439144373797
"Iran, Islamic Rep.",IR,1981,2482.92048465463,40476251,24.2035897624486
"Iran, Islamic Rep.",IR,1982,2963.49805963631,42500030,18.6897259269564
"Iran, Islamic Rep.",IR,1983,3551.4946474781,44027986,19.7401891778611
"Iran, Islamic Rep.",IR,1984,3556.48502920437,45628402,12.5402194538869
"Iran, Islamic Rep.",IR,1985,3812.10636953974,47266160,4.38934095741537
"Iran, Islamic Rep.",IR,1986,4274.80524001059,48913237,18.4290030211474
"Iran, Islamic Rep.",IR,1987,2651.48486764377,50541490,28.5714285714291
"Iran, Islamic Rep.",IR,1988,2361.4171983608,52111868,28.6706349206345
"Iran, Islamic Rep.",IR,1989,2246.19174034655,53644736,22.3496530454897
"Iran, Islamic Rep.",IR,1990,2237.05226140112,55793629,7.62767493763936
"Iran, Islamic Rep.",IR,1991,NA,57990883,17.1285679434011
"Iran, Islamic Rep.",IR,1992,NA,59372016,25.8077226162332
"Iran, Islamic Rep.",IR,1993,1066.74193846504,59755430,21.2026307547761
"Iran, Islamic Rep.",IR,1994,1197.64214618036,59985749,31.4470284237728
"Iran, Islamic Rep.",IR,1995,1585.97793676223,60794809,49.6559858462747
"Iran, Islamic Rep.",IR,1996,1954.66075235684,61598378,28.9373440168136
"Iran, Islamic Rep.",IR,1997,1823.27451369781,62480533,17.3492257538708
"Iran, Islamic Rep.",IR,1998,1737.70003294612,63461421,17.8661342130397
"Iran, Islamic Rep.",IR,1999,1765.78364270151,64474745,20.0707078146866
"Iran, Islamic Rep.",IR,2000,1672.02287650211,65544383,14.4767513188566
"Iran, Islamic Rep.",IR,2001,1902.94763907225,66674851,11.2742471332117
"Iran, Islamic Rep.",IR,2002,1910.47713365953,67327117,14.3359337378404
"Iran, Islamic Rep.",IR,2003,2259.51631976812,67954699,16.4680116244792
"Iran, Islamic Rep.",IR,2004,2751.7930417505,69061674,14.7615086970672
"Iran, Islamic Rep.",IR,2005,3226.61397057427,70182594,13.433118008508
"Iran, Islamic Rep.",IR,2006,3736.17779257835,71275760,10.0158982511924
"Iran, Islamic Rep.",IR,2007,4838.00355609278,72319418,17.3410404624277
"Iran, Islamic Rep.",IR,2008,5623.91168097394,73318394,25.4105090311987
"Iran, Islamic Rep.",IR,2009,5602.55628183187,74322685,13.5515548281506
"Iran, Islamic Rep.",IR,2010,6458.57393556621,75373855,10.089362928798
"Iran, Islamic Rep.",IR,2011,8201.58170850865,76342971,26.2933856738609
"Iran, Islamic Rep.",IR,2012,8329.00204422921,77324451,27.2568127242908
"Iran, Islamic Rep.",IR,2013,6280.68185751355,78458928,36.6030355191028
"Iran, Islamic Rep.",IR,2014,5757.54333684193,79961672,16.6065532357449
"Iran, Islamic Rep.",IR,2015,4990.93679760475,81790841,12.4846815611533
"Iran, Islamic Rep.",IR,2016,5497.24322713074,83306231,7.24542548952983
"Iran, Islamic Rep.",IR,2017,5758.59071996595,84505076,8.04492437660281
"Iran, Islamic Rep.",IR,2018,3873.99534020792,85617562,18.0141183371874
"Iran, Islamic Rep.",IR,2019,3277.875595507,86564202,39.9073455697783
"Iran, Islamic Rep.",IR,2020,2746.42044957439,87290193,30.5941390387295
"Iran, Islamic Rep.",IR,2021,4091.20918670534,87923432,43.3890162681516
"Iran, Islamic Rep.",IR,2022,NA,NA,NA
Japan,JP,1960,475.319075592173,93216000,3.57451152535914
Japan,JP,1961,568.907742697122,94055000,5.36846178480055
Japan,JP,1962,639.640785435342,94933000,6.83544034819732
Japan,JP,1963,724.693762224539,95900000,6.70690556397991
Japan,JP,1964,843.616878543607,96903000,3.8003894530575
Japan,JP,1965,928.518848597045,97952000,6.65599094260619
Japan,JP,1966,1068.55843990563,98851000,5.04083205887677
Japan,JP,1967,1239.31837741267,99879000,3.98984808881514
Japan,JP,1968,1451.33770268101,101011000,5.3394329573935
Japan,JP,1969,1684.65940266378,102219000,5.2498209110202
Japan,JP,1970,2056.12204597008,103403000,6.92417383485783
Japan,JP,1971,2272.07780221047,105697000,6.39534883720931
Japan,JP,1972,2967.0419962342,107188000,4.84351713859909
Japan,JP,1973,3974.74560470548,108707000,11.608623548922
Japan,JP,1974,4353.82435516245,110162000,23.2222458076842
Japan,JP,1975,4674.44548119394,111573000,11.7312661498708
Japan,JP,1976,5197.62233650784,112775000,9.37403638606229
Japan,JP,1977,6335.28687066895,113872000,8.16182689596842
Japan,JP,1978,8820.69194537469,114913000,4.2095660106868404
Japan,JP,1979,9103.56475559867,115890000,3.70185092546274
Japan,JP,1980,9463.35385519596,116807000,7.77858176555714
Japan,JP,1981,10360.1782674787,117661000,4.91216291820522
Japan,JP,1982,9575.60771340783,118480000,2.74104095563138
Japan,JP,1983,10421.2124356394,119307000,1.89971971348492
Japan,JP,1984,10978.9198054992,120083000,2.26161369193155
Japan,JP,1985,11576.6921126865,120837000,2.03227734608485
Japan,JP,1986,17113.2623242419,121482000,0.59558679945326
Japan,JP,1987,20748.9909244528,122069000,0.12617684169661
Japan,JP,1988,25059.0074334621,122578000,0.678557580457528
Japan,JP,1989,24822.7755670655,123069000,2.27228962064317
Japan,JP,1990,25371.4641705246,123478000,3.07851628695158
Japan,JP,1991,28915.0082048082,123964000,3.25143848753312
Japan,JP,1992,31414.9846370412,124425000,1.76028306059266
Japan,JP,1993,35681.9639422506,124829000,1.24304589707929
Japan,JP,1994,39933.5150564874,125178000,0.695458057868992
Japan,JP,1995,44197.6191013908,125472000,-0.127899045020497
Japan,JP,1996,39150.0396308089,125757000,0.136600358575949
Japan,JP,1997,35638.2319556941,126057000,1.74780458692129
Japan,JP,1998,32423.7556133801,126400000,0.661974191385979
Japan,JP,1999,36610.1683163197,126631000,-0.341296928327639
Japan,JP,2000,39169.3595701504,126843000,-0.676578683595068
Japan,JP,2001,34406.1824638092,127149000,-0.740055504162799
Japan,JP,2002,32820.7936433254,127445000,-0.923494026942322
Japan,JP,2003,35387.0374203599,127718000,-0.256541816316057
Japan,JP,2004,38298.9801712303,127761000,-0.00857338820302009
Japan,JP,2005,37812.8950199948,127773000,-0.282946068764459
Japan,JP,2006,35991.546002862,127854000,0.249355116079115
Japan,JP,2007,35779.0245416427,128001000,0.0600394544986581
Japan,JP,2008,39876.3039685725,128063000,1.38007886164923
Japan,JP,2009,41308.9968370512,128047000,-1.3528367295172
Japan,JP,2010,44968.1562349739,128070000,-0.728243207517742
Japan,JP,2011,48760.0789494211,127833000,-0.272455616101254
Japan,JP,2012,49145.2804308193,127629000,-0.0440645104433029
Japan,JP,2013,40898.6478964744,127445000,0.335037912184809
Japan,JP,2014,38475.3952461838,127276000,2.75922671353253
Japan,JP,2015,34960.6393843385,127141000,0.795279630579775
Japan,JP,2016,39375.4731620781,127076000,-0.127258844489691
Japan,JP,2017,38834.0529341227,126972000,0.484199796126387
Japan,JP,2018,39727.1165995928,126811000,0.989094598021806
Japan,JP,2019,40458.0018755824,126633000,0.468776159383912
Japan,JP,2020,39918.1675583443,126261000,-0.0249958340276592
Japan,JP,2021,39312.6603730693,125681593,-0.233352779398279
Japan,JP,2022,NA,NA,2.49770278172251
Japan,JPN,1987,NA,NA,NA
Japan,JPN,1988,NA,NA,NA
Japan,JPN,1989,NA,NA,NA
Japan,JPN,1990,NA,NA,NA
Japan,JPN,1991,NA,NA,NA
Japan,JPN,1992,NA,NA,NA
Japan,JPN,1993,NA,NA,NA
Japan,JPN,1994,NA,NA,NA
Japan,JPN,1995,NA,NA,NA
Japan,JPN,1996,NA,NA,NA
Japan,JPN,1997,NA,NA,NA
Japan,JPN,1998,NA,NA,NA
Japan,JPN,1999,NA,NA,NA
Japan,JPN,2000,NA,NA,NA
Japan,JPN,2001,NA,NA,NA
Japan,JPN,2002,NA,NA,NA
Japan,JPN,2003,NA,NA,NA
Japan,JPN,2004,NA,NA,NA
Japan,JPN,2005,NA,NA,NA
Japan,JPN,2006,NA,NA,NA
Japan,JPN,2007,NA,NA,NA
Japan,JPN,2008,NA,NA,NA
Japan,JPN,2009,NA,NA,NA
Japan,JPN,2010,NA,NA,NA
Japan,JPN,2011,NA,NA,NA
Japan,JPN,2012,NA,NA,NA
Japan,JPN,2013,NA,NA,NA
Japan,JPN,2014,NA,NA,NA
Japan,JPN,2015,NA,NA,NA
Japan,JPN,2016,NA,NA,NA
Japan,JPN,2017,NA,NA,NA
Japan,JPN,2018,NA,NA,NA
Japan,JPN,2019,NA,NA,NA
Japan,JPN,2020,NA,NA,NA
Mexico,MEX,1987,NA,NA,NA
Mexico,MEX,1988,NA,NA,NA
Mexico,MEX,1989,NA,NA,NA
Mexico,MEX,1990,NA,NA,NA
Mexico,MEX,1991,NA,NA,NA
Mexico,MEX,1992,NA,NA,NA
Mexico,MEX,1993,NA,NA,NA
Mexico,MEX,1994,NA,NA,NA
Mexico,MEX,1995,NA,NA,NA
Mexico,MEX,1996,NA,NA,NA
Mexico,MEX,1997,NA,NA,NA
Mexico,MEX,1998,NA,NA,NA
Mexico,MEX,1999,NA,NA,NA
Mexico,MEX,2000,NA,NA,NA
Mexico,MEX,2001,NA,NA,NA
Mexico,MEX,2002,NA,NA,NA
Mexico,MEX,2003,NA,NA,NA
Mexico,MEX,2004,NA,NA,NA
Mexico,MEX,2005,NA,NA,NA
Mexico,MEX,2006,NA,NA,NA
Mexico,MEX,2007,NA,NA,NA
Mexico,MEX,2008,NA,NA,NA
Mexico,MEX,2009,NA,NA,NA
Mexico,MEX,2010,NA,NA,NA
Mexico,MEX,2011,NA,NA,NA
Mexico,MEX,2012,NA,NA,NA
Mexico,MEX,2013,NA,NA,NA
Mexico,MEX,2014,NA,NA,NA
Mexico,MEX,2015,NA,NA,NA
Mexico,MEX,2016,NA,NA,NA
Mexico,MEX,2017,NA,NA,NA
Mexico,MEX,2018,NA,NA,NA
Mexico,MEX,2019,NA,NA,NA
Mexico,MEX,2020,NA,NA,NA
Mexico,MX,1960,359.545059695095,36268055,4.92751886903111
Mexico,MX,1961,378.212027746126,37439317,1.6087596908193
Mexico,MX,1962,392.934591409938,38683283,1.19898417815083
Mexico,MX,1963,424.189633975869,39982118,0.594055008461957
Mexico,MX,1964,485.800050021921,41333878,2.33790317234361
Mexico,MX,1965,511.020744985416,42737991,3.56803865742935
Mexico,MX,1966,550.46988331057,44180437,4.21578837738439
Mexico,MX,1967,581.729450555001,45656963,3.01694847502145
Mexico,MX,1968,622.425063446123,47170337,2.33395093467026
Mexico,MX,1969,666.74338594872,48714394,3.36700336711682
Mexico,MX,1970,706.313187141616,50289306,5.00341205483424
Mexico,MX,1971,755.332488401455,51897675,5.46902899376842
Mexico,MX,1972,844.174438114132,53543436,4.94369236377868
Mexico,MX,1973,1000.93787226791,55228203,12.0819394612939
Mexico,MX,1974,1264.35836973632,56945880,23.7840154425787
Mexico,MX,1975,1499.35556675453,58691882,14.9445346409267
Mexico,MX,1976,1472.65887600417,60452543,15.824722489347
Mexico,MX,1977,1314.01971848122,62262505,29.0641247103462
Mexico,MX,1978,1598.46554792896,64123997,17.4572925678264
Mexico,MX,1979,2039.64626434516,65972912,18.1912462987644
Mexico,MX,1980,3029.88735540172,67705186,26.3516513562834
Mexico,MX,1981,3812.58077593167,69233769,27.9337625982399
Mexico,MX,1982,2612.75917135116,70656783,58.9134198531048
Mexico,MX,1983,2166.46125113104,72080310,101.874938435992
Mexico,MX,1984,2507.31206093809,73489654,65.4488071277602
Mexico,MX,1985,2607.38025105777,74872006,57.7484484008702
Mexico,MX,1986,1765.18487804712,76224365,86.2333169923538
Mexico,MX,1987,1902.4380675542,77553504,131.827383923089
Mexico,MX,1988,2302.02701725649,78892015,114.162258549066
Mexico,MX,1989,2759.44565065244,80233749,20.0078767139978
Mexico,MX,1990,3196.9189246775,81720428,26.6516725646771
Mexico,MX,1991,3756.88993658112,83351595,22.662359455061
Mexico,MX,1992,4272.7859647897,84993164,15.5078962533572
Mexico,MX,1993,5778.93872241404,86648447,9.75146045357564
Mexico,MX,1994,5976.52358720335,88314424,6.96581237191123
Mexico,MX,1995,4002.17430448435,89969572,34.9992712889592
Mexico,MX,1996,4487.29177890965,91586555,34.3783832235167
Mexico,MX,1997,5370.21751079841,93183094,20.6256287259248
Mexico,MX,1998,5555.73724554862,94767284,15.9283950119352
Mexico,MX,1999,6230.69557144429,96334810,16.5856169707539
Mexico,MX,2000,7232.87880868278,97873442,9.49156149435404
Mexico,MX,2001,7613.17693215721,99394288,6.36773806235032
Mexico,MX,2002,7650.89884967419,100917081,5.03072733151299
Mexico,MX,2003,7120.3847701944,102429341,4.54690012118717
Mexico,MX,2004,7525.46523432127,103945813,4.68840884843147
Mexico,MX,2005,8321.85349288706,105442402,3.98805714597435
Mexico,MX,2006,9125.42262440559,106886790,3.62946762439129
Mexico,MX,2007,9719.92045203482,108302973,3.96684905458234
Mexico,MX,2008,10119.8362111768,109684489,5.12498274575897
Mexico,MX,2009,8104.90757907686,111049428,5.29735584228859
Mexico,MX,2010,9399.97090779255,112532401,4.15672722680176
Mexico,MX,2011,10341.5210484975,114150481,3.40737824605736
Mexico,MX,2012,10376.0576664423,115755909,4.11150981070293
Mexico,MX,2013,10865.6802017218,117290686,3.80639069747207
Mexico,MX,2014,11076.0924511013,118755887,4.01861608078673
Mexico,MX,2015,9753.38004823861,120149897,2.7206406496403
Mexico,MX,2016,8875.06225558599,121519221,2.82170784747653
Mexico,MX,2017,9434.38648739127,122839258,6.04145724018992
Mexico,MX,2018,9857.02882925559,124013861,4.89935015356549
Mexico,MX,2019,10145.1701829207,125085311,3.6359614212705
Mexico,MX,2020,8655.00068206803,125998302,3.39683415569999
Mexico,MX,2021,10045.6805004963,126705138,5.68920847683764
Mexico,MX,2022,NA,NA,7.89627619168544
Nigeria,NG,1960,93.3952171694837,44928342,5.44432736187241
Nigeria,NG,1961,97.4190588710158,45855507,6.27914723477511
Nigeria,NG,1962,104.850694241992,46821845,5.26563234621734
Nigeria,NG,1963,108.013624492231,47822569,-2.69465535232731
Nigeria,NG,1964,113.656147652475,48856332,0.856793145737558
Nigeria,NG,1965,117.663064572082,49925799,4.10345873811621
Nigeria,NG,1966,124.789410554316,51020296,9.69034608375114
Nigeria,NG,1967,99.8554472752017,52106681,-3.72633676514215
Nigeria,NG,1968,97.7426113645857,53210119,-0.476059059060833
Nigeria,NG,1969,122.040025501003,54360750,10.155979202822
Nigeria,NG,1970,225.769574400308,55569264,13.7570799247929
Nigeria,NG,1971,161.54390139432,56837614,15.9991148482235
Nigeria,NG,1972,210.995479819975,58173834,3.45764975201499
Nigeria,NG,1973,254.387347208655,59605446,5.40266445394223
Nigeria,NG,1974,406.27014210347,61157931,12.6743931774329
Nigeria,NG,1975,441.978595843748,62851312,33.9641883221777
Nigeria,NG,1976,561.550099917249,64658315,24.2999999999997
Nigeria,NG,1977,541.156246046355,66589655,15.0878340572688
Nigeria,NG,1978,532.217433682282,68633344,21.7092457416664
Nigeria,NG,1979,667.98172189236,70750307,11.7097306212117
Nigeria,NG,1980,880.061983734212,72951439,9.97226199001429
Nigeria,NG,1981,2187.88643570187,75175387,20.8128229121949
Nigeria,NG,1982,1844.84984376437,77388067,7.69774724714248
Nigeria,NG,1983,1223.60392131354,79351586,23.2123315511559
Nigeria,NG,1984,903.449351635753,81337553,17.8205332860842
Nigeria,NG,1985,882.282702701047,83585251,7.4353448275863
Nigeria,NG,1986,638.731695673269,85804185,5.71715145436305
Nigeria,NG,1987,598.290968728108,88044187,11.2903225806452
Nigeria,NG,1988,549.503755599888,90351467,54.5112247797672
Nigeria,NG,1989,474.456900103068,92744064,50.4666881235915
Nigeria,NG,1990,567.517902154176,95214257,7.3644003055769804
Nigeria,NG,1991,502.822869747645,97685360,13.0069731037427
Nigeria,NG,1992,477.080756484416,100182045,44.588842715023
Nigeria,NG,1993,270.027523787786,102775465,57.1652528349217
Nigeria,NG,1994,320.82578675313,105456121,57.0317089119659
Nigeria,NG,1995,407.2782992449,108187610,72.8355022972637
Nigeria,NG,1996,460.324190248145,110956183,29.2682926829272
Nigeria,NG,1997,478.576939925535,113791181,8.52987421383634
Nigeria,NG,1998,467.939014177062,116690527,9.99637812386806
Nigeria,NG,1999,496.030186963549,119695565,6.61837339479755
Nigeria,NG,2000,565.30431720649506,122851984,6.93329215565158
Nigeria,NG,2001,577.056969532122,126152678,18.8736462093863
Nigeria,NG,2002,733.538161512973,129583026,12.8765792031099
Nigeria,NG,2003,786.802409334717,133119801,14.0317836131437
Nigeria,NG,2004,992.745280113547,136756848,14.9980338183251
Nigeria,NG,2005,1250.40667526077,140490722,17.8634933661605
Nigeria,NG,2006,1652.15369043056,144329764,8.22522152017048
Nigeria,NG,2007,1876.41277665632,148294028,5.38800796858628
Nigeria,NG,2008,2227.78995171265,152382506,11.5810751748252
Nigeria,NG,2009,1883.88734830887,156595758,12.5378277304689
Nigeria,NG,2010,2280.11197852503,160952853,13.7400521363694
Nigeria,NG,2011,2504.87827884434,165463745,10.8261371880017
Nigeria,NG,2012,2728.02268335423,170075932,12.2242413020584
Nigeria,NG,2013,2976.75673612767,174726123,8.49551838265667
Nigeria,NG,2014,3200.95314600431,179379016,8.04741087967911
Nigeria,NG,2015,2679.55476480921,183995785,9.00943498007705
Nigeria,NG,2016,2144.77993839856,188666931,15.6968126387972
Nigeria,NG,2017,1941.87948520625,193495907,16.5022662139641
Nigeria,NG,2018,2125.83428239448,198387623,12.0951065173432
Nigeria,NG,2019,2204.18157415589,203304492,11.3964223378115
Nigeria,NG,2020,2074.61392802438,208327405,13.2460234276598
Nigeria,NG,2021,2065.74906750923,213401323,16.9528457221608
Nigeria,NG,2022,NA,NA,NA
Nigeria,NGA,1987,NA,NA,NA
Nigeria,NGA,1988,NA,NA,NA
Nigeria,NGA,1989,NA,NA,NA
Nigeria,NGA,1990,NA,NA,NA
Nigeria,NGA,1991,NA,NA,NA
Nigeria,NGA,1992,NA,NA,NA
Nigeria,NGA,1993,NA,NA,NA
Nigeria,NGA,1994,NA,NA,NA
Nigeria,NGA,1995,NA,NA,NA
Nigeria,NGA,1996,NA,NA,NA
Nigeria,NGA,1997,NA,NA,NA
Nigeria,NGA,1998,NA,NA,NA
Nigeria,NGA,1999,NA,NA,NA
Nigeria,NGA,2000,NA,NA,NA
Nigeria,NGA,2001,NA,NA,NA
Nigeria,NGA,2002,NA,NA,NA
Nigeria,NGA,2003,NA,NA,NA
Nigeria,NGA,2004,NA,NA,NA
Nigeria,NGA,2005,NA,NA,NA
Nigeria,NGA,2006,NA,NA,NA
Nigeria,NGA,2007,NA,NA,NA
Nigeria,NGA,2008,NA,NA,NA
Nigeria,NGA,2009,NA,NA,NA
Nigeria,NGA,2010,NA,NA,NA
Nigeria,NGA,2011,NA,NA,NA
Nigeria,NGA,2012,NA,NA,NA
Nigeria,NGA,2013,NA,NA,NA
Nigeria,NGA,2014,NA,NA,NA
Nigeria,NGA,2015,NA,NA,NA
Nigeria,NGA,2016,NA,NA,NA
Nigeria,NGA,2017,NA,NA,NA
Nigeria,NGA,2018,NA,NA,NA
Nigeria,NGA,2019,NA,NA,NA
Nigeria,NGA,2020,NA,NA,NA
Saudi Arabia,SA,1960,NA,4165563,NA
Saudi Arabia,SA,1961,NA,4306048,NA
Saudi Arabia,SA,1962,NA,4458516,NA
Saudi Arabia,SA,1963,NA,4621655,NA
Saudi Arabia,SA,1964,NA,4795130,2.79999999899984
Saudi Arabia,SA,1965,NA,4978922,0.389105059342279
Saudi Arabia,SA,1966,NA,5173237,1.55038759593043
Saudi Arabia,SA,1967,NA,5381026,2.09923664219523
Saudi Arabia,SA,1968,747.206073728801,5604582,1.58878504672936
Saudi Arabia,SA,1969,767.476157091721,5844843,3.49586016559322
Saudi Arabia,SA,1970,880.62572042775,6106191,0.177777777777793
Saudi Arabia,SA,1971,1123.22141913792,6396658,4.47499999975003
Saudi Arabia,SA,1972,1437.19426817152,6724260,4.33117970783496
Saudi Arabia,SA,1973,2108.61917651778,7088758,16.5137614681954
Saudi Arabia,SA,1974,6068.40856543165,7483506,21.4370078736641
Saudi Arabia,SA,1975,5922.51258382191,7897544,34.5761063381485
Saudi Arabia,SA,1976,7693.39419912413,8319556,31.5586605641125
Saudi Arabia,SA,1977,8473.61596604053,8755219,11.3990111699532
Saudi Arabia,SA,1978,8714.52956540277,9210564,-1.58360185022083
Saudi Arabia,SA,1979,11553.3674159777,9682002,1.08156690288338
Saudi Arabia,SA,1980,16176.4008507923,10171710,4.16926655363288
Saudi Arabia,SA,1981,17258.6858199995,10678211,2.79898218829487
Saudi Arabia,SA,1982,13680.643250459,11201154,1.02103960396036
Saudi Arabia,SA,1983,10997.0527911624,11746020,0.191424196019053
Saudi Arabia,SA,1984,9717.41762534276,12310361,-1.55903706534202
Saudi Arabia,SA,1985,8060.19535009628,12890245,-3.05876872913663
Saudi Arabia,SA,1986,6449.58556001718,13483349,-3.20333146472297
Saudi Arabia,SA,1987,6082.12706524817,14089798,-1.54711673699022
Saudi Arabia,SA,1988,5998.22424652278,14713715,0.907563025210517
Saudi Arabia,SA,1989,6210.05296296537,15353227,1.0326449033974
Saudi Arabia,SA,1990,7349.70407261908,16004763,2.07715133531161
Saudi Arabia,SA,1991,7939.2985015573,16654276,4.86111111111136
Saudi Arabia,SA,1992,7932.70645303847,17281350,-0.0770060064690946
Saudi Arabia,SA,1993,7450.65934446164,17846461,1.05579531442695
