ID,Username,ProfileURL,Title,Rating,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Fan,Price,English,Manually Corrected Title,Manually Corrected Review Content
RG9TQ59SA0TBU,JessieJessie,https://www.amazon.com/gp/profile/amzn1.account.AFLBF4FAKUIWMBO3HGKN6V2NIQ7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Edited: Great Customer Service,4,Edited Review. Customer Service reached out to me to see what happened to the fan and see how they can make it right. Was sent a replacement immediately. Great customer service!Original Review: Lasted 6 month.It was great until it wasn't. Ive had it for 6 months and now it's completely dead. Turns on for 10 seconds then shuts back down. It is fully charged but still doesn't stay on. Kept it plugged in to see if it would stay on and NOPE. Still doesn't stay on.,https://www.amazon.com/gp/customer-reviews/RG9TQ59SA0TBU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"April 15, 2023",Color: Pink,Verified Purchase,10 people found this helpful,https://m.media-amazon.com/images/I/61CaHaOxdnL._SY88.jpg,https://m.media-amazon.com/images/I/61CaHaOxdnL.jpg,,2025-05-28T15:54:46.557Z,7,33.99,0,Edited: Great Customer Service,Edited Review. Customer Service reached out to me to see what happened to the fan and see how they can make it right. Was sent a replacement immediately. Great customer service!Original Review: Lasted 6 month.It was great until it wasn't. Ive had it for 6 months and now it's completely dead. Turns on for 10 seconds then shuts back down. It is fully charged but still doesn't stay on. Kept it plugged in to see if it would stay on and NOPE. Still doesn't stay on.
RYG0CY5R1VGPJ,nerilka,https://www.amazon.com/gp/profile/amzn1.account.AF6VRDTCM3LOSY5QC5KCIGBOKKRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good travel fan,4,"Bought 2 of these for traveling because they are so compact, but I actually like using them around the house a few days a week; when doing house work or straightening my hair in the bathroom.On high, they last 5.5-6 hours. On medium around 13 hours. The output is pretty good. What you would expect for the small size. One remote will turn on both if they are close to each other, but usually they would be on separate night stands so doesn't cause an issue. One of the charging ports feels a bit deeper than the other. They both work fine right now, have had for a couple months. Hoping it doesn't eventually push in. If it does, I'll update. Only negative is the grate on the front is a bit flimsy, so you just have to be mindful of how you pick it up.",https://www.amazon.com/gp/customer-reviews/RYG0CY5R1VGPJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 4, 2021",Color: White,Verified Purchase,3 people found this helpful,,,,2025-05-28T15:54:46.558Z,7,33.99,0,Good travel fan,"Bought 2 of these for traveling because they are so compact, but I actually like using them around the house a few days a week; when doing house work or straightening my hair in the bathroom.On high, they last 5.5-6 hours. On medium around 13 hours. The output is pretty good. What you would expect for the small size. One remote will turn on both if they are close to each other, but usually they would be on separate night stands so doesn't cause an issue. One of the charging ports feels a bit deeper than the other. They both work fine right now, have had for a couple months. Hoping it doesn't eventually push in. If it does, I'll update. Only negative is the grate on the front is a bit flimsy, so you just have to be mindful of how you pick it up."
R3SDLW510METQA,Sharon,https://www.amazon.com/gp/profile/amzn1.account.AEMSWOACKEPSMDEZCCTV7LJJGBQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Little Fan,5,"This portable fan I was hesitant to order but I gave it a try.  This is sooooo quiet that I hardly know it is on.  It uses a ""C"" connection which is great.  I am glad that is starting to be the norm as it cuts out on all the different cords to plug something in.  I plan on purchasing a couple more in order to replace the bulky ones that soak up a lot of electricity just to run.Very good product.  The other nice thing is I can take it with me on trips when I visit family that live in the South where it gets HOT and MUGGY.",https://www.amazon.com/gp/customer-reviews/R3SDLW510METQA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"April 8, 2023",Color: White,Verified Purchase,4 people found this helpful,,,,2025-05-28T15:54:46.558Z,7,33.99,0,Great Little Fan,"This portable fan I was hesitant to order but I gave it a try.  This is sooooo quiet that I hardly know it is on.  It uses a ""C"" connection which is great.  I am glad that is starting to be the norm as it cuts out on all the different cords to plug something in.  I plan on purchasing a couple more in order to replace the bulky ones that soak up a lot of electricity just to run.Very good product.  The other nice thing is I can take it with me on trips when I visit family that live in the South where it gets HOT and MUGGY."
R1AAEN17HLXSGC,Michelle,https://www.amazon.com/gp/profile/amzn1.account.AFNY4FS47SNQAQXJJXLS253QLH3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Powerful little thing,4,"I really do like this little fan. seems I never have to put it on high in order to get a good Breeze... one thing I do NOT like is that it is top heavy when the telescope is all the way out. I wished that it came with its own little storage, carrying bag. Otherwise I believe I would purchase this again.",https://www.amazon.com/gp/customer-reviews/R1AAEN17HLXSGC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 5, 2023",Color: White,Verified Purchase,One person found this helpful,,,,2025-05-28T15:54:46.559Z,7,33.99,0,Powerful little thing,"I really do like this little fan. seems I never have to put it on high in order to get a good Breeze... one thing I do NOT like is that it is top heavy when the telescope is all the way out. I wished that it came with its own little storage, carrying bag. Otherwise I believe I would purchase this again."
R207AZ3OKLAPSO,B&B,https://www.amazon.com/gp/profile/amzn1.account.AHYE4EJ7HNI5FX3MEXODVJAGIEFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Very handy and useful, surprisingly powerful portable fan!",5,"This is a powerful fan that is perfect for carrying around room to room for my needs. I recently also took it on a trip because I need airflow at night and the hotels would not have any fans. Fit nicely beside my clothes in the suitcase and the convenience of the remote makes it even for functional and pleasing. My only major complaint is that once it is fully telescoped out, the top is way heavier than the bottom and unless you have something heavy to hold down the base or something to prop the top up against, you cannot use it at its tallest setting. I’ve been able to work around this by placing it on furniture with varying heights while at its lowest height in order to get the airflow hitting me at just the right place",https://www.amazon.com/gp/customer-reviews/R207AZ3OKLAPSO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"August 1, 2022",Color: White,Verified Purchase,4 people found this helpful,,,,2025-05-28T15:54:46.560Z,7,33.99,0,"Very handy and useful, surprisingly powerful portable fan!","This is a powerful fan that is perfect for carrying around room to room for my needs. I recently also took it on a trip because I need airflow at night and the hotels would not have any fans. Fit nicely beside my clothes in the suitcase and the convenience of the remote makes it even for functional and pleasing. My only major complaint is that once it is fully telescoped out, the top is way heavier than the bottom and unless you have something heavy to hold down the base or something to prop the top up against, you cannot use it at its tallest setting. I’ve been able to work around this by placing it on furniture with varying heights while at its lowest height in order to get the airflow hitting me at just the right place"
R1PD6H9LK60J0J,Avid reader SB,https://www.amazon.com/gp/profile/amzn1.account.AHCAFIKRTACPBNSZQP6NZ5EHB6YQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,No need to hunt for an outlet and it’s very breezy!,5,"This fan is awesome. The instructions don’t explain how to use the remote, which is how you set the timer, and there’s no display to tell you how much time you’re setting it for. I’m sure I could find the info online. The best best part is I can move it from room to room, put it where I need it and not plug it in.Even though it’s not a big fan it puts out a nice breeze even on low. I’m in a 2 bed apartment so it’s not like I need it to blow across a large living room. The ability to raise and lower it works too. The pole isn’t the heaviest I’ve soon but it works and that’s what I care about. Also realized today that it will fit neatly back into the compact box for stowing in the closet every Fall.",https://www.amazon.com/gp/customer-reviews/R1PD6H9LK60J0J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"May 28, 2022",Color: White,Verified Purchase,2 people found this helpful,,,,2025-05-28T15:54:46.561Z,7,33.99,0,No need to hunt for an outlet and it’s very breezy!,"This fan is awesome. The instructions don’t explain how to use the remote, which is how you set the timer, and there’s no display to tell you how much time you’re setting it for. I’m sure I could find the info online. The best best part is I can move it from room to room, put it where I need it and not plug it in.Even though it’s not a big fan it puts out a nice breeze even on low. I’m in a 2 bed apartment so it’s not like I need it to blow across a large living room. The ability to raise and lower it works too. The pole isn’t the heaviest I’ve soon but it works and that’s what I care about. Also realized today that it will fit neatly back into the compact box for stowing in the closet every Fall."
R3200J0GNM0GVF,Danisleidys Álvarez,https://www.amazon.com/gp/profile/amzn1.account.AHJXTZNXWORRIT3YIB4FCMJH5MPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,👏🏻,5,"Good quality — I sent it to Cuba, very good, and the charge lasts if you use it on the second speed.",https://www.amazon.com/gp/customer-reviews/R3200J0GNM0GVF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"October 28, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:54:46.561Z,7,33.99,1,👏🏻,"Good quality — I sent it to Cuba, very good, and the charge lasts if you use it on the second speed."
R2ZZWPD4N8ZX6H,Mary,https://www.amazon.com/gp/profile/amzn1.account.AHG5DFLNQZ5HMVMUMJDPYQXLJSMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Excellent,5,For when you don’t have electricity — very good.,https://www.amazon.com/gp/customer-reviews/R2ZZWPD4N8ZX6H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"November 22, 2024",,Verified Purchase,,,,,2025-05-28T15:54:46.563Z,7,33.99,1,Excellent,For when you don’t have electricity — very good.
R1Y7CCN33YGHIR,staci,https://www.amazon.com/gp/profile/amzn1.account.AHMLJOFBIV66WK3IYUXQVMJ4OBUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great fan! IMPORTANT ISSUE-please read!,5,"I love the portability of the fan and the remote is coming in more handy than I expected it to be. It also produces a good amount of air especially on high!IMPORTANT: The fan will collect dust just like every other fan, but when it does the fan blades will be moving but little to no air will be coming out. I thought it was broken until I looked closely to see that there was some dust build up in the fan cover.All I did was remove it, quite easily, and dusted it. It works like a charm now! I couldn't believe such a small amount of dust could cause it to stop working correctly, but it did.I think this fan is awesome!",https://www.amazon.com/gp/customer-reviews/R1Y7CCN33YGHIR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"July 30, 2022",Color: White,Verified Purchase,10 people found this helpful,,,,2025-05-28T15:54:46.564Z,7,33.99,0,Great fan! IMPORTANT ISSUE-please read!,"I love the portability of the fan and the remote is coming in more handy than I expected it to be. It also produces a good amount of air especially on high!IMPORTANT: The fan will collect dust just like every other fan, but when it does the fan blades will be moving but little to no air will be coming out. I thought it was broken until I looked closely to see that there was some dust build up in the fan cover.All I did was remove it, quite easily, and dusted it. It works like a charm now! I couldn't believe such a small amount of dust could cause it to stop working correctly, but it did.I think this fan is awesome!"
R95FAQP1WGY2T,John,https://www.amazon.com/gp/profile/amzn1.account.AFAPJXRREOXIKC4KK65GGCSER7GA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great,5,Purchased the fan for our first cruise. It was great to have during the cruise and now we take it every where we go.,https://www.amazon.com/gp/customer-reviews/R95FAQP1WGY2T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 10, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:54:46.564Z,7,33.99,0,Great,Purchased the fan for our first cruise. It was great to have during the cruise and now we take it every where we go.
R3KW0RUQRKU0KH,Simone C. Iantorno,https://www.amazon.com/gp/profile/amzn1.account.AGJ6X6FPC2ZFGQY6DNVBVFSNROQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Stopped working after 11 months,2,"At the is price the Dan should work for at least a year… I would expect it to work for even longer. I bought this dan and loved it until today when it wouldn’t turn on, isn’t holding a charge and the remote doesn’t help either. I need a dan like this in my bathroom and now I have to replace it! I’m really disappointed.",https://www.amazon.com/gp/customer-reviews/R3KW0RUQRKU0KH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"November 29, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:54:54.943Z,7,33.99,0,Stopped working after 11 months,"At the is price the Dan should work for at least a year… I would expect it to work for even longer. I bought this dan and loved it until today when it wouldn’t turn on, isn’t holding a charge and the remote doesn’t help either. I need a dan like this in my bathroom and now I have to replace it! I’m really disappointed."
R3M20J8Z4Y8W5B,AAbear,https://www.amazon.com/gp/profile/amzn1.account.AHONNPE2CEE3IPFKO2ZY5SKTIR2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Travel Fan,5,This is the perfect fan to take when traveling. I have used it several times in hotels to move air around and the fan speeds are really great. I keep it plugged in as the battery doesn’t last all night but I definitely would recommend this.,https://www.amazon.com/gp/customer-reviews/R3M20J8Z4Y8W5B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"May 24, 2024",Color: White,Verified Purchase,One person found this helpful,,,,2025-05-28T15:54:54.944Z,7,33.99,0,Travel Fan,This is the perfect fan to take when traveling. I have used it several times in hotels to move air around and the fan speeds are really great. I keep it plugged in as the battery doesn’t last all night but I definitely would recommend this.
R1YMRCE58PMIPD,Randy,https://www.amazon.com/gp/profile/amzn1.account.AGHEMB7ZU5PO4TW36S6JC6JCSI3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Fan!!!,5,"I used this fan to circulate the air in my lower-level family room this past winter. I would sit it about 2 feet away from my wall heater. While this fan is small, it has a lot of power.  I love the pivotal head. Since it is spring/summer now, I use it in my work out room. This was/is a good purchase!  And it's very quiet! The fan can run on a full charge for about 6 hours on level 1 or 2 speed.",https://www.amazon.com/gp/customer-reviews/R1YMRCE58PMIPD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"June 9, 2023",Color: White,Verified Purchase,4 people found this helpful,,,,2025-05-28T15:54:54.944Z,7,33.99,0,Great Fan!!!,"I used this fan to circulate the air in my lower-level family room this past winter. I would sit it about 2 feet away from my wall heater. While this fan is small, it has a lot of power.  I love the pivotal head. Since it is spring/summer now, I use it in my work out room. This was/is a good purchase!  And it's very quiet! The fan can run on a full charge for about 6 hours on level 1 or 2 speed."
RDHF40GW8RP5P,Haulani,https://www.amazon.com/gp/profile/amzn1.account.AEYI5NDSXOCBXAUESXNQEC67CTIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Product,5,"Love this fan. It exceeded expectations! Battery life is long, ran fan for more than 4 hours and it stillKept going. Love how compact it is.",https://www.amazon.com/gp/customer-reviews/RDHF40GW8RP5P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"August 14, 2024",Color: Pink 10800Mah,Verified Purchase,,,,,2025-05-28T15:54:54.945Z,7,33.99,0,Great Product,"Love this fan. It exceeded expectations! Battery life is long, ran fan for more than 4 hours and it stillKept going. Love how compact it is."
R1DQ15TVH59A60,Arlette,https://www.amazon.com/gp/profile/amzn1.account.AEZ7D7J6U4BAX3H5LYI7EKH5WF4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Muy bueno,5,Perfecto par los apagones de cuba fácil de usar y empaquetar poco peso,https://www.amazon.com/gp/customer-reviews/R1DQ15TVH59A60/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"October 16, 2024",Color: Pink,Verified Purchase,,,,,2025-05-28T15:54:54.945Z,7,33.99,0,Muy bueno,Perfecto par los apagones de cuba fácil de usar y empaquetar poco peso
R7BUHMHD870LN,Cindy Davis,https://www.amazon.com/gp/profile/amzn1.account.AEU6Z7Q7323GWON2K74JAKDNNW4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Very handy!,5,"This fan is very versatile!  We use them on the patio, at work, easy to take to outdoors events.",https://www.amazon.com/gp/customer-reviews/R7BUHMHD870LN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 8, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:54:54.948Z,7,33.99,0,Very handy!,"This fan is very versatile!  We use them on the patio, at work, easy to take to outdoors events."
R897EWT9KKSQZ,Kelsy,https://www.amazon.com/gp/profile/amzn1.account.AEOUZGA5L3JEC4IKSIQ2BXIU675A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,BEST. PURCHASE. EVER.,5,"My husband travels a lot and needs moving air when he sleeps. He’s also a DJ, and a fan is a must for those outside gigs. These fans are amazing. I bought them and then we lost power for 28 hours in the middle of June and I was so thankful I had them. They pack in a suitcase really well and I was able to use my cricut joy to label them because I’m extra. We used them at a pride event and got so many jealous looks. If you go outside at all you need this fan. Tip: use the command Velcro strips to attach the remote to the base so you don’t lose it.",https://www.amazon.com/gp/customer-reviews/R897EWT9KKSQZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"July 7, 2022",Color: White,Verified Purchase,2 people found this helpful,,,,2025-05-28T15:54:54.948Z,7,33.99,0,BEST. PURCHASE. EVER.,"My husband travels a lot and needs moving air when he sleeps. He’s also a DJ, and a fan is a must for those outside gigs. These fans are amazing. I bought them and then we lost power for 28 hours in the middle of June and I was so thankful I had them. They pack in a suitcase really well and I was able to use my cricut joy to label them because I’m extra. We used them at a pride event and got so many jealous looks. If you go outside at all you need this fan. Tip: use the command Velcro strips to attach the remote to the base so you don’t lose it."
R1EQ4BTJ8FX216,gayle vosseler,https://www.amazon.com/gp/profile/amzn1.account.AGJJQVK2C5FYO4XNURJHWJJBRDRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Keep it charged,5,A game changer when putting on makeup and doing hair. Love mine bought another for our shore house!,https://www.amazon.com/gp/customer-reviews/R1EQ4BTJ8FX216/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 12, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:54:54.949Z,7,33.99,0,Keep it charged,A game changer when putting on makeup and doing hair. Love mine bought another for our shore house!
R2QIIZ4ADWZHUW,MsJNae,https://www.amazon.com/gp/profile/amzn1.account.AH5U33ZURPSUK2NKALJYNSIMU5YA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best portable fan,5,This is the best portable fan I’ve owned. I’ve had quite  a few. Let’s start with how compact it is upon opening the box. Then a slight tilt and it was in the first position I needed to go on a side table. Not to mention it has a telescopic pole that raises up and lowers down. The fan has multiple speed’s including an on and pause mode. The remote is handy and useful. I can pack this fan up and go if I need to.,https://www.amazon.com/gp/customer-reviews/R2QIIZ4ADWZHUW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"January 7, 2023",Color: White,Verified Purchase,One person found this helpful,,,,2025-05-28T15:54:54.950Z,7,33.99,0,Best portable fan,This is the best portable fan I’ve owned. I’ve had quite  a few. Let’s start with how compact it is upon opening the box. Then a slight tilt and it was in the first position I needed to go on a side table. Not to mention it has a telescopic pole that raises up and lowers down. The fan has multiple speed’s including an on and pause mode. The remote is handy and useful. I can pack this fan up and go if I need to.
R35Z07F29FAP8T,gail,https://www.amazon.com/gp/profile/amzn1.account.AGX6CRDDWIAGETK3OBZMLSQID3ZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Powerful,5,We love this fan. It is our go to item for being out in the heat. Its so portable compact and powerful,https://www.amazon.com/gp/customer-reviews/R35Z07F29FAP8T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"August 19, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:54:54.950Z,7,33.99,0,Powerful,We love this fan. It is our go to item for being out in the heat. Its so portable compact and powerful
R1Q8M5R8JK0VME,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHXTS4WYIK2CCQLI544SCCTAHEFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth every cent!,5,"I am pleasantly surprised how cool this fan keeps me. Living in SW Florida, the summers are HOT. 🥵 My chair at home sits near a bay window which faces west. This fan keeps this post-menopausal woman cool even set on the lowest speed in the hottest part of the day. I am very happy with my purchase and might buy another for my office. I must also mention how great it is that it folds up to such a compact and lightweight size. Easy peasy for travel. And the fact that it’s chargeable and doesn’t need batteries to be replaced by constantly using it is a huge bonus.",https://www.amazon.com/gp/customer-reviews/R1Q8M5R8JK0VME/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"August 5, 2022",Color: White,Verified Purchase,One person found this helpful,,,,2025-05-28T15:55:01.325Z,7,33.99,0,Worth every cent!,"I am pleasantly surprised how cool this fan keeps me. Living in SW Florida, the summers are HOT. 🥵 My chair at home sits near a bay window which faces west. This fan keeps this post-menopausal woman cool even set on the lowest speed in the hottest part of the day. I am very happy with my purchase and might buy another for my office. I must also mention how great it is that it folds up to such a compact and lightweight size. Easy peasy for travel. And the fact that it’s chargeable and doesn’t need batteries to be replaced by constantly using it is a huge bonus."
R3L9P5QIZ5S03R,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGUJ7RYKRK43AHXVH54PQ6FNUJBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Perfect on the go!,5,"I have now purchased 2 of these fans. Let me tell you these little fans are perfect! Charge up fairly fast, completely adjustable, VERY quiet, very powerful! I use them in the camper while sleeping! One on each side of the bed. Never used the remote, so I can't say anything about that. 1 down side. The lights are very bright in a dark room. I corrected that by making a cardboard cover for the base. I just slide the cover I made into the box with the fan! Since we use them frequently and travel with them, I kept the boxes and packing materials to keep them protected. Easily get 2 nights use on 1 charge on low/medium.",https://www.amazon.com/gp/customer-reviews/R3L9P5QIZ5S03R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"June 6, 2022",Color: White,Verified Purchase,2 people found this helpful,,,,2025-05-28T15:55:01.325Z,7,33.99,0,Perfect on the go!,"I have now purchased 2 of these fans. Let me tell you these little fans are perfect! Charge up fairly fast, completely adjustable, VERY quiet, very powerful! I use them in the camper while sleeping! One on each side of the bed. Never used the remote, so I can't say anything about that. 1 down side. The lights are very bright in a dark room. I corrected that by making a cardboard cover for the base. I just slide the cover I made into the box with the fan! Since we use them frequently and travel with them, I kept the boxes and packing materials to keep them protected. Easily get 2 nights use on 1 charge on low/medium."
R3N5FKMFJ9IGVV,Excelente producto Excelente producto ,https://www.amazon.com/gp/profile/amzn1.account.AFMYUEBY32G5EIPA52FH33HOVUQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Recommended,5,"I really liked it because it comes very well cared for in its box, very well protected, it works perfectly. I recommend it.",https://www.amazon.com/gp/customer-reviews/R3N5FKMFJ9IGVV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"July 14, 2024",Color: White,Verified Purchase,,"https://m.media-amazon.com/images/I/61ccy4Ih4hL._SY88.jpg
https://m.media-amazon.com/images/I/61d3NfvhqCL._SY88.jpg","https://m.media-amazon.com/images/I/61ccy4Ih4hL.jpg
https://m.media-amazon.com/images/I/61d3NfvhqCL.jpg",,2025-05-28T15:55:01.326Z,7,33.99,0,Recommended,"I really liked it because it comes very well cared for in its box, very well protected, it works perfectly. I recommend it."
R1OSCSEAT9XRXK,Debbie,https://www.amazon.com/gp/profile/amzn1.account.AG5F2S4HOBH3TVK4TMGSFPRPQOGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Using it during a power outage right now!,4,"This fan is very nice, light, quiet, easy to move around.  But the feature I didn't even know I needed is the ability to charge it and use without electricity.  I'm in a power outage right now and it's still over 90 degrees outside. And this fan is sitting in front of me keeping me cool. 👍 ps. it lasted 10 hours nonstop use with one charge.",https://www.amazon.com/gp/customer-reviews/R1OSCSEAT9XRXK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 7, 2022",,Verified Purchase,6 people found this helpful,,,,2025-05-28T15:55:01.326Z,7,33.99,0,Using it during a power outage right now!,"This fan is very nice, light, quiet, easy to move around.  But the feature I didn't even know I needed is the ability to charge it and use without electricity.  I'm in a power outage right now and it's still over 90 degrees outside. And this fan is sitting in front of me keeping me cool. 👍 ps. it lasted 10 hours nonstop use with one charge."
RQES4DWU4TU64,C.E.R.S.C.E.R.S.,https://www.amazon.com/gp/profile/amzn1.account.AE7KXCJVEFZCQG6DBFOX76HVK3VA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Awesome,5,"Perfect solution for personal cooling anywhere you go.  I use it on the deck, I've taken it to BBQs, and I've taken it to outdoor festivals.",https://www.amazon.com/gp/customer-reviews/RQES4DWU4TU64/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"June 21, 2024",Color: Black,Verified Purchase,,https://m.media-amazon.com/images/I/71R-Ql-3ULL._SY88.jpg,https://m.media-amazon.com/images/I/71R-Ql-3ULL.jpg,,2025-05-28T15:55:01.327Z,7,33.99,0,Awesome,"Perfect solution for personal cooling anywhere you go.  I use it on the deck, I've taken it to BBQs, and I've taken it to outdoor festivals."
RJSWAL16KHWQY,Natalie Ivy,https://www.amazon.com/gp/profile/amzn1.account.AENCVFPDRYE4BSVWGBFLXYBAGFCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Fan,5,Fabulous! Just fabulous! If you travel a lot get you one of these.,https://www.amazon.com/gp/customer-reviews/RJSWAL16KHWQY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"September 5, 2024",Color: White,Verified Purchase,,,,,2025-05-28T15:55:01.327Z,7,33.99,0,Fan,Fabulous! Just fabulous! If you travel a lot get you one of these.
R2KO0L70MP6VQI,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGDB6WPUB3F2ZPTBL3YQHN3QDAZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great for cruising,5,This little fan exceeded my expectations. It’s just the right size to pack up for a trip. On the lowest setting it will last a nights sleep. The highest setting will last for about 3.5 ish hours. Just be aware that when it’s stretched out to it’s max height it is top heavy and will tip over easy. Mine has been dropped quite a few times but it still works just fine.,https://www.amazon.com/gp/customer-reviews/R2KO0L70MP6VQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"June 25, 2023",Color: White,Verified Purchase,4 people found this helpful,,,,2025-05-28T15:55:01.328Z,7,33.99,0,Great for cruising,This little fan exceeded my expectations. It’s just the right size to pack up for a trip. On the lowest setting it will last a nights sleep. The highest setting will last for about 3.5 ish hours. Just be aware that when it’s stretched out to it’s max height it is top heavy and will tip over easy. Mine has been dropped quite a few times but it still works just fine.
R30OITW3LLC517,KkKk,https://www.amazon.com/gp/profile/amzn1.account.AH3PUCIZOCPHMQHM3UP2IQYCX2MA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Powerful for a little thing,5,"This little guy puts out some wind speed! We bought this for our camper for when we can't run the a.c.  Haven't made it camping with it yet but so far it works great for cooling down while getting ready in the morning. (Ladies you hear me, blow drying/curling/straightening is rough in the summer) It also came in handy when the power was out for 8+ hours in 90 degree weather! Im impressed with how tall it gets. For a while I was using it at half height because I didn't realize it got taller. I've attached pictures with our little cat for scale so you can see all of the different sizes. So far I've used it for about a week every morning and haven't had to charge it yet so the battery life is great! Overall I'm impressed with the amount of fan for the price.",https://www.amazon.com/gp/customer-reviews/R30OITW3LLC517/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07STBKKKL,"August 2, 2019",Color: White,Verified Purchase,78 people found this helpful,https://images-na.ssl-images-amazon.com/images/I/81ABdfrpoLL._SY88.jpg,https://images-na.ssl-images-amazon.com/images/I/81ABdfrpoLL.jpg,,2025-05-28T15:55:01.328Z,7,33.99,0,Powerful for a little thing,"This little guy puts out some wind speed! We bought this for our camper for when we can't run the a.c.  Haven't made it camping with it yet but so far it works great for cooling down while getting ready in the morning. (Ladies you hear me, blow drying/curling/straightening is rough in the summer) It also came in handy when the power was out for 8+ hours in 90 degree weather! Im impressed with how tall it gets. For a while I was using it at half height because I didn't realize it got taller. I've attached pictures with our little cat for scale so you can see all of the different sizes. So far I've used it for about a week every morning and haven't had to charge it yet so the battery life is great! Overall I'm impressed with the amount of fan for the price."
