ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Heater,Price,English,Title1,Review1,sentiment_score_Rev,sentiment_score_Title
R53YGOWXVT627,lucy,https://www.amazon.com/gp/profile/amzn1.account.AFDWSGXGW6PILTBIM57UXEU54XMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,small but mighty!,5,5.0 out of 5 stars,"my boyfriend and i bought this for our living room because it is SO expensive to run the heat in our house. this was an excellent alternative! we turn it on to the highest setting and after even just half an hour, the ENTIRE living room is so cozy! it is a small living room, but still! it’s a lot of space for such a small heater!very easy to set up and use! i am a little concerned about durability; we use it daily so i’m worried it won’t last long, BUT we’ve had it for a month now and it’s still going strong!it works very well, it’s small but has a nice look to it - not an eyesore or anything lol, it’s very lightweight which is also nice! it does NOT have an oscillation feature - it is stationary, but like i said it’s capable of warming our whole living room after running for only 30 minutes so i think that’s fine. love it! highly recommend!",https://www.amazon.com/gp/customer-reviews/R53YGOWXVT627/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,5-Jan-25,Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T15:26:00.158Z,2,39.19,0,small but mighty!,"my boyfriend and i bought this for our living room because it is SO expensive to run the heat in our house. this was an excellent alternative! we turn it on to the highest setting and after even just half an hour, the ENTIRE living room is so cozy! it is a small living room, but still! it’s a lot of space for such a small heater!very easy to set up and use! i am a little concerned about durability; we use it daily so i’m worried it won’t last long, BUT we’ve had it for a month now and it’s still going strong!it works very well, it’s small but has a nice look to it - not an eyesore or anything lol, it’s very lightweight which is also nice! it does NOT have an oscillation feature - it is stationary, but like i said it’s capable of warming our whole living room after running for only 30 minutes so i think that’s fine. love it! highly recommend!",0.9903,0
R3CBKWFA6ZQPWX,rita,https://www.amazon.com/gp/profile/amzn1.account.AHXRJ52PEIE7KQQMGQ6G7365YURA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Toasty & Cozy,5,5.0 out of 5 stars,So far it works great!  I’ve had a large LASKO heater for almost 10 years now & it still works great.  That’s why I bought this small one (which I keep on up to 1 1/2 hours at a time) to keep my pets warm in a room that has no heat.,https://www.amazon.com/gp/customer-reviews/R3CBKWFA6ZQPWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,27-Dec-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:00.158Z,2,39.19,0,Toasty & Cozy,So far it works great!  I’ve had a large LASKO heater for almost 10 years now & it still works great.  That’s why I bought this small one (which I keep on up to 1 1/2 hours at a time) to keep my pets warm in a room that has no heat.,0.8478,0
R261KP0V82AO2W,Heidi Jackson,https://www.amazon.com/gp/profile/amzn1.account.AHDEWY4MI4J2KJQEIRMQEOX5LQ4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Do not buy this item!,1,1.0 out of 5 stars,"We’ve only had this unit for two months and it crapped out! Absolutely not worth the money and after trying every troubleshooting thing in the book, it still doesn’t work, do not buy!!!",https://www.amazon.com/gp/customer-reviews/R261KP0V82AO2W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,21-Dec-24,Style: Heater,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:26:00.159Z,2,39.19,0,Do not buy this item!,"We’ve only had this unit for two months and it crapped out! Absolutely not worth the money and after trying every troubleshooting thing in the book, it still doesn’t work, do not buy!!!",-0.3426,0
R292FF6MR5PAP0,Dominique,https://www.amazon.com/gp/profile/amzn1.account.AFE2XDPSGRZPXBRHKR3GOEXM5XMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Holy hotness!,5,5.0 out of 5 stars,"This thing gets TOASTY in the name! Way more powerful than ANY space heater I've ever had, even the larger more expensive ones don't output a 3rd of the heat this one does. I'm mad now I bought a Honeywell too which is twice the size, and that seems like a kids toy compared. Speaking of which, probably don't let your toddlers walk around this thing, and make sure it's a good distance from anything it's pointed at! I'm loving this heater! Depending on what my electric bill looks like, I might just get 1 or 2 more of these and say fk calling the HVAC guy to fix my furnace! Cuuuuz, this definitely pumps way more heat than my central air heating unit. I've only had it running for an hour pointed AWAY from the thermostat and the temp in my living room went from 65 to 74!",https://www.amazon.com/gp/customer-reviews/R292FF6MR5PAP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,8-Dec-24,Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T15:26:00.159Z,2,39.19,0,Holy hotness!,"This thing gets TOASTY in the name! Way more powerful than ANY space heater I've ever had, even the larger more expensive ones don't output a 3rd of the heat this one does. I'm mad now I bought a Honeywell too which is twice the size, and that seems like a kids toy compared. Speaking of which, probably don't let your toddlers walk around this thing, and make sure it's a good distance from anything it's pointed at! I'm loving this heater! Depending on what my electric bill looks like, I might just get 1 or 2 more of these and say fk calling the HVAC guy to fix my furnace! Cuuuuz, this definitely pumps way more heat than my central air heating unit. I've only had it running for an hour pointed AWAY from the thermostat and the temp in my living room went from 65 to 74!",0.9537,0
R1LMC6AYRX314C,Marcy Thomas,https://www.amazon.com/gp/profile/amzn1.account.AGMJ7CK5WOGLARZIDXKAIPVJT3RQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,It packs a punch!,4,4.0 out of 5 stars,For a little heater it warmed up the bedroom instantly! I definitely recommend it!,https://www.amazon.com/gp/customer-reviews/R1LMC6AYRX314C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,6-Dec-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:00.162Z,2,39.19,0,It packs a punch!,For a little heater it warmed up the bedroom instantly! I definitely recommend it!,0.7664,0
R387NQX4H36VI1,G2N,https://www.amazon.com/gp/profile/amzn1.account.AGPS33QZZTATNPUUT2BK2YBMZ7JQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Works like it should, small footprint",5,5.0 out of 5 stars,"Heats up a small room quickly, haven’t been let down by the Lasko brand yet.",https://www.amazon.com/gp/customer-reviews/R387NQX4H36VI1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,1-Dec-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:08.843Z,2,39.19,0,"Works like it should, small footprint","Heats up a small room quickly, haven’t been let down by the Lasko brand yet.",0,0.3612
R7Z48BKG10XQI,Patrick Austin Copes,https://www.amazon.com/gp/profile/amzn1.account.AEW7Z2F4DXHYQZBBQDGCYWA7PNRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Cheap and small, but lasts",4,4.0 out of 5 stars,I live in a small dorm and didn't need anything big or fancy. This little thing has kept me warm for many winters. It doesn't sound too great anymore but it's chugging along. I would recommend if it's for a small space like an average sized bedroom,https://www.amazon.com/gp/customer-reviews/R7Z48BKG10XQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,21-Nov-24,Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T15:26:08.844Z,2,39.19,0,"Cheap and small, but lasts",I live in a small dorm and didn't need anything big or fancy. This little thing has kept me warm for many winters. It doesn't sound too great anymore but it's chugging along. I would recommend if it's for a small space like an average sized bedroom,0.7006,0
R3284CEKXCDH0Q,Lumiarense,https://www.amazon.com/gp/profile/amzn1.account.AF5HCCG2BMEHEPYCIOW6HX5QZRAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Very good for the price.,5,5.0 out of 5 stars,I've been using it for a while and it's been very good.,https://www.amazon.com/gp/customer-reviews/R3284CEKXCDH0Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,14-Nov-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:08.844Z,2,39.19,0,Very good for the price.,I've been using it for a while and it's been very good.,0.4927,0.4927
R15Z9I6LC2U1TM,bigbadgerjohnny@hotmail.com,https://www.amazon.com/gp/profile/amzn1.account.AG7RXJTM6BZRGBIT65SMCARPSPXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Garbage breaks fast, emits smoke. Cheap Chinese garbage.",1,1.0 out of 5 stars,Don't waste your time.,https://www.amazon.com/gp/customer-reviews/R15Z9I6LC2U1TM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,9-Nov-24,Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T15:26:08.845Z,2,39.19,0,"Garbage breaks fast, emits smoke. Cheap Chinese garbage.",Don't waste your time.,0.3252,0
R1QXUKZP00K841,custom,https://www.amazon.com/gp/profile/amzn1.account.AEJBFVJKUYSZFHXQNUA6BAH6TUWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,When set point temperature is reached fan stops running.,1,1.0 out of 5 stars,When set point temperature is reached fan stops running.  This will cause the unit to overheat and shorten it's lifespan. It also has the potential to be dangerous as heaters that do not have the fan continue to run when the set point temperature is reached can cause a fire.  I have had this happen.Engineers made a design/manufacturing error.,https://www.amazon.com/gp/customer-reviews/R1QXUKZP00K841/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,3-Nov-24,Style: Heater,Verified Purchase,3 people found this helpful,,,,2025-06-03T15:26:08.845Z,2,39.19,0,When set point temperature is reached fan stops running.,When set point temperature is reached fan stops running.  This will cause the unit to overheat and shorten it's lifespan. It also has the potential to be dangerous as heaters that do not have the fan continue to run when the set point temperature is reached can cause a fire.  I have had this happen.Engineers made a design/manufacturing error.,-0.7692,0.2732
R1UQI5NQ2JNIVS,Kellie,https://www.amazon.com/gp/profile/amzn1.account.AG66JMPW7Z4TXK7GJMKINEDSTCHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not reliable,2,2.0 out of 5 stars,"First few weeks this heater worked great, after that we started having to do the restart procedure multiple times a week. Which lead to it working a few times a week. A few days ago it started smelling like burning plastic. Good for the short term use and the $30 it was when we bought it. Definitely not worth almost a hundred.",https://www.amazon.com/gp/customer-reviews/R1UQI5NQ2JNIVS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,19-Aug-24,Style: Heater,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:26:08.846Z,2,39.19,0,Not reliable,"First few weeks this heater worked great, after that we started having to do the restart procedure multiple times a week. Which lead to it working a few times a week. A few days ago it started smelling like burning plastic. Good for the short term use and the $30 it was when we bought it. Definitely not worth almost a hundred.",0.8894,0
R2ZDM4U7KS3Y0Z,Hobson,https://www.amazon.com/gp/profile/amzn1.account.AEXAGZTJ4DFVOMZPUG65SR4X4LYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice little heater,5,5.0 out of 5 stars,This is the second Lasko under-desk heater that I have purchased. I use it in each of my bathrooms. Provides great heat in the small area. I like the ability to adjust the heat as I need it. It's very easy to store out of the way as well.,https://www.amazon.com/gp/customer-reviews/R2ZDM4U7KS3Y0Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,19-Jun-24,Style: Heater,Verified Purchase,5 people found this helpful,,,,2025-06-03T15:26:08.848Z,2,39.19,0,Nice little heater,This is the second Lasko under-desk heater that I have purchased. I use it in each of my bathrooms. Provides great heat in the small area. I like the ability to adjust the heat as I need it. It's very easy to store out of the way as well.,0.9216,0.4215
R1DN86OTTDI24S,Kiki78,https://www.amazon.com/gp/profile/amzn1.account.AEXOO5BZONHYEHKOGKDCNWGRV4FA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great!,5,5.0 out of 5 stars,Bought this for work to go under my desk. It worked like a charm. Not too loud at all. It heats well.,https://www.amazon.com/gp/customer-reviews/R1DN86OTTDI24S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,5-May-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:08.848Z,2,39.19,0,Great!,Bought this for work to go under my desk. It worked like a charm. Not too loud at all. It heats well.,0.743,0.6588
R32AHNGXQZ6ADZ,cpst,https://www.amazon.com/gp/profile/amzn1.account.AF2UCKJA77GH5ODCWBKY6MOKAT5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Broke quickly,1,1.0 out of 5 stars,"Would frequently turn off for no reason. Plastic knobs broke after about 2 months, entire thing broke (strong plastic burning smell) after about 6 months. Save your money and buy a better brand.",https://www.amazon.com/gp/customer-reviews/R32AHNGXQZ6ADZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,4-Apr-24,Style: Heater,Verified Purchase,3 people found this helpful,,,,2025-06-03T15:26:08.849Z,2,39.19,0,Broke quickly,"Would frequently turn off for no reason. Plastic knobs broke after about 2 months, entire thing broke (strong plastic burning smell) after about 6 months. Save your money and buy a better brand.",0.3818,-0.4215
R1V43GCFQT5WC2,A,https://www.amazon.com/gp/profile/amzn1.account.AGLREX5UHSEEPATAIYEMJGFXIDSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Sturdy, long lasting",5,5.0 out of 5 stars,I bought this as a replacement for another space heater that died and so far so good. I don’t run it for long periods of time but it heats up a space quick.,https://www.amazon.com/gp/customer-reviews/R1V43GCFQT5WC2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,23-Mar-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:08.849Z,2,39.19,0,"Sturdy, long lasting",I bought this as a replacement for another space heater that died and so far so good. I don’t run it for long periods of time but it heats up a space quick.,0.0607,0
R1S1MOOLLZ621M,Bea Roa,https://www.amazon.com/gp/profile/amzn1.account.AF6YJX5674ADC4HIW7RYIPPVHLSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Perfect for our bathroom,5,5.0 out of 5 stars,We had to replace the old one that had stopped working. This works perfectly for our bathroom and keeps it nice and warm.,https://www.amazon.com/gp/customer-reviews/R1S1MOOLLZ621M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,18-Mar-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:15.952Z,2,39.19,0,Perfect for our bathroom,We had to replace the old one that had stopped working. This works perfectly for our bathroom and keeps it nice and warm.,0.7906,0.5719
R1DDNGHUP08RIL,TDoane,https://www.amazon.com/gp/profile/amzn1.account.AGCGGKKFLECHWV4W3DYT6KBJJWFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A Good Little Heater,4,4.0 out of 5 stars,"This heater is compact in size and perfect for an office or small room.  It is lightweight, and easy to move around as needed.  I found the fan of the heater to be a little louder than I would like.  It is not unduly loud, just know it is not a quiet fan for the size of the unit.  Second, I did not notice an air output difference between high and low heat selection on the dial.  Overall, a good little heater for the price.",https://www.amazon.com/gp/customer-reviews/R1DDNGHUP08RIL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,9-Mar-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:15.953Z,2,39.19,0,A Good Little Heater,"This heater is compact in size and perfect for an office or small room.  It is lightweight, and easy to move around as needed.  I found the fan of the heater to be a little louder than I would like.  It is not unduly loud, just know it is not a quiet fan for the size of the unit.  Second, I did not notice an air output difference between high and low heat selection on the dial.  Overall, a good little heater for the price.",0.8817,0.4404
R3TRUC6D9EY1PB,LovinLife,https://www.amazon.com/gp/profile/amzn1.account.AHPYPUQRLWUQ5RRUFPCSRHB5D5BA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Works wdll,5,5.0 out of 5 stars,"This is what you need for those super cold winter nights to keep the pipes from freezing in the garage or the house. I may have gone through 2 or 3 in the past few  years, but for something made in China that takes this much heat it works quite well, and I depend on them.",https://www.amazon.com/gp/customer-reviews/R3TRUC6D9EY1PB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,1-Mar-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:15.953Z,2,39.19,0,Works wdll,"This is what you need for those super cold winter nights to keep the pipes from freezing in the garage or the house. I may have gone through 2 or 3 in the past few  years, but for something made in China that takes this much heat it works quite well, and I depend on them.",0.653,0
RDYCEP2QERB1P,Ryan,https://www.amazon.com/gp/profile/amzn1.account.AGHOOPNN2AIHYIJKPTNSGFMPRIXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worked for a few months,2,2.0 out of 5 stars,Worked great for a few months until it melted one day and stopped working. I ended up throwing it in trash and getting different model from lowes.,https://www.amazon.com/gp/customer-reviews/RDYCEP2QERB1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,28-Feb-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:15.953Z,2,39.19,0,Worked for a few months,Worked great for a few months until it melted one day and stopped working. I ended up throwing it in trash and getting different model from lowes.,0.4939,0
R14WB2UY2NDTVI,HappyLady,https://www.amazon.com/gp/profile/amzn1.account.AFXCTC4QOZRIUX56ZDD574PNDYMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great heater!,5,5.0 out of 5 stars,Warms me up in no time.,https://www.amazon.com/gp/customer-reviews/R14WB2UY2NDTVI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,26-Feb-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:15.954Z,2,39.19,0,Great heater!,Warms me up in no time.,-0.0258,0.6588
R1G9N91QQ9IA8R,Therese Cummings,https://www.amazon.com/gp/profile/amzn1.account.AH27O6EX2FNRZOFZNQJILYAZXQHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worked fine but only lasted a year,1,1.0 out of 5 stars,I like Lasko products and have had several heaters from this company.  This heater lasted only 1 year almost to the date.  I live in Florida so it doesn't get used that much to only last a year.  I will think twice before I buy another Lakso product.,https://www.amazon.com/gp/customer-reviews/R1G9N91QQ9IA8R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,23-Feb-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:15.954Z,2,39.19,0,Worked fine but only lasted a year,I like Lasko products and have had several heaters from this company.  This heater lasted only 1 year almost to the date.  I live in Florida so it doesn't get used that much to only last a year.  I will think twice before I buy another Lakso product.,0.3612,0.1027
R2TJGB8MYTJE0J,Summit,https://www.amazon.com/gp/profile/amzn1.account.AECJTQ4VEB3QHKCYQ55ZJULXS5ZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mr,5,5.0 out of 5 stars,I Like it . Excellent,https://www.amazon.com/gp/customer-reviews/R2TJGB8MYTJE0J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,20-Feb-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:15.955Z,2,39.19,0,Mr,I Like it . Excellent,0.7351,0
RU3PGR41ZVCQV,Debra M,https://www.amazon.com/gp/profile/amzn1.account.AGTG7HAJMWZYIHJNBV27QLNJYKSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Kept Smelling at Every Use,1,1.0 out of 5 stars,"I had purchased a similar model several years ago and had no problem with it. But with this unit, which I bought as a Christmas gift for someone, every time he turned it on, it made a terrible smell. Amazon refers you to Lasko for any problems, so no refund so far. Now I've reached out to Lasko and sure hope they either refund my money or send him a replacement unit!",https://www.amazon.com/gp/customer-reviews/RU3PGR41ZVCQV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,20-Feb-24,Style: Heater,Verified Purchase,5 people found this helpful,,,,2025-06-03T15:26:15.955Z,2,39.19,0,Kept Smelling at Every Use,"I had purchased a similar model several years ago and had no problem with it. But with this unit, which I bought as a Christmas gift for someone, every time he turned it on, it made a terrible smell. Amazon refers you to Lasko for any problems, so no refund so far. Now I've reached out to Lasko and sure hope they either refund my money or send him a replacement unit!",0.4062,0
R20QTRIHR14XQM,laura dickey,https://www.amazon.com/gp/profile/amzn1.account.AEI3CFUPVR6VXGNPMYF5TYNAWGKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Uses a lot of electricity.,3,3.0 out of 5 stars,Yes it warms my bedroom quickly but my electric bill went from 215.00 to 261.00 and I use it very little.,https://www.amazon.com/gp/customer-reviews/R20QTRIHR14XQM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,15-Feb-24,Style: Heater,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:26:15.956Z,2,39.19,0,Uses a lot of electricity.,Yes it warms my bedroom quickly but my electric bill went from 215.00 to 261.00 and I use it very little.,0.34,0
R33EMZYFPD3M8C,Eric Young,https://www.amazon.com/gp/profile/amzn1.account.AHNQJEFC2SEXGQWAVKSEAKC7UDVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good heater - trust,5,5.0 out of 5 stars,This heater is great! I bought a different heater on Amazon (a kismile one) and it really sucked. I returned it and bought this one and it puts out a ton of heat and quickly. The knobs are also better made and sturdy. Highly recommend!,https://www.amazon.com/gp/customer-reviews/R33EMZYFPD3M8C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,14-Feb-24,Style: Heater,Verified Purchase,4 people found this helpful,,,,2025-06-03T15:26:15.956Z,2,39.19,0,Good heater - trust,This heater is great! I bought a different heater on Amazon (a kismile one) and it really sucked. I returned it and bought this one and it puts out a ton of heat and quickly. The knobs are also better made and sturdy. Highly recommend!,0.8309,0.7351
R3NQKE0XHEUCGQ,mike parker,https://www.amazon.com/gp/profile/amzn1.account.AHC7NLY5WAVZDHMIYUF5HUMKKX2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,nice,5,5.0 out of 5 stars,it is a great little heater,https://www.amazon.com/gp/customer-reviews/R3NQKE0XHEUCGQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,9-Feb-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:23.892Z,2,39.19,0,nice,it is a great little heater,0.6249,0.4215
RSI7YXF7O221V,Ken D.,https://www.amazon.com/gp/profile/amzn1.account.AHDWGVC35CLRU5L23PWWDDDOJOBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great little heater,5,5.0 out of 5 stars,It puts out a surprising amount of heat for a small unit. I like the safety features. We use it to just take the chill off a large living room on especially cold days. Using a ceiling fan for circulation it does a great job. This is the second one I have purchased and would definitely recommend it.,https://www.amazon.com/gp/customer-reviews/RSI7YXF7O221V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,7-Feb-24,Style: Heater,Verified Purchase,2 people found this helpful,,,,2025-06-03T15:26:23.893Z,2,39.19,0,Great little heater,It puts out a surprising amount of heat for a small unit. I like the safety features. We use it to just take the chill off a large living room on especially cold days. Using a ceiling fan for circulation it does a great job. This is the second one I have purchased and would definitely recommend it.,0.9517,0.6249
R3EZQI8ZHKFPN,Alicia,https://www.amazon.com/gp/profile/amzn1.account.AEXSS4FQ4AQ6SVNE2T6NQH23D2BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Perfect for small space,5,5.0 out of 5 stars,It works perfectly & provided enough heat in the room we used it in.,https://www.amazon.com/gp/customer-reviews/R3EZQI8ZHKFPN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,6-Feb-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:23.893Z,2,39.19,0,Perfect for small space,It works perfectly & provided enough heat in the room we used it in.,0.6369,0.5719
RO9LJRUXGUUMW,South Bay Geek,https://www.amazon.com/gp/profile/amzn1.account.AF2JMA44KRUKIUQBRUAKFIZYPKCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Lasted three months,5,5.0 out of 5 stars,"This model of Lasko lasted three months. I have other models five years old and still working.Update:Contacted Support for more info.Heater still on the one year warranty.Issue a replacement heater.Most happy now.Great Company, also Amazon.Happy Customer",https://www.amazon.com/gp/customer-reviews/RO9LJRUXGUUMW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,5-Feb-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:23.894Z,2,39.19,0,Lasted three months,"This model of Lasko lasted three months. I have other models five years old and still working.Update:Contacted Support for more info.Heater still on the one year warranty.Issue a replacement heater.Most happy now.Great Company, also Amazon.Happy Customer",0.7506,0
RZG5KR5P0W03,pfhpfh,https://www.amazon.com/gp/profile/amzn1.account.AFBY4V3ED73CZKPLNRXGG5BPU6MA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Off-On Switch is trash,1,1.0 out of 5 stars,Gently used heater needs a new power switch. The off-on switch base is fragile plastic. Lasko will sell you one for $6 plus $6 for mailing. Unreal,https://www.amazon.com/gp/customer-reviews/RZG5KR5P0W03/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,1-Feb-24,Style: Heater,Verified Purchase,2 people found this helpful,"https://m.media-amazon.com/images/I/51--eZyYOYL._SY88.jpg
https://m.media-amazon.com/images/I/61UYWgcUSiL._SY88.jpg","https://m.media-amazon.com/images/I/51--eZyYOYL.jpg
https://m.media-amazon.com/images/I/61UYWgcUSiL.jpg",,2025-06-03T15:26:23.895Z,2,39.19,0,Off-On Switch is trash,Gently used heater needs a new power switch. The off-on switch base is fragile plastic. Lasko will sell you one for $6 plus $6 for mailing. Unreal,0.4588,0
R36DF44558BOF7,M. Alderman,https://www.amazon.com/gp/profile/amzn1.account.AFYOAZUXMGPI2NDC62RVLOFYRXAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Doesn't have tip-over shut-off,2,2.0 out of 5 stars,"This little unit would be great  ... if it had a tip-over shut-off switch.  I returned it and bought a similar heater, but one that has the switch!",https://www.amazon.com/gp/customer-reviews/R36DF44558BOF7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,31-Jan-24,Style: Heater,Verified Purchase,One person found this helpful,,,,2025-06-03T15:26:23.896Z,2,39.19,0,Doesn't have tip-over shut-off,"This little unit would be great  ... if it had a tip-over shut-off switch.  I returned it and bought a similar heater, but one that has the switch!",0.4295,0
RYYRV6C8HNC3Y,Vixen,https://www.amazon.com/gp/profile/amzn1.account.AGC2AIUF6LHSIZD2IDKSSNZE7RJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Perfect small space heater!,5,5.0 out of 5 stars,"What a powerful little beast! Used in a small bathroom that is always chilly, this little heater shines!! Highly recommended.",https://www.amazon.com/gp/customer-reviews/RYYRV6C8HNC3Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0735MVY4Y,30-Jan-24,Style: Heater,Verified Purchase,,,,,2025-06-03T15:26:23.897Z,2,39.19,0,Perfect small space heater!,"What a powerful little beast! Used in a small bathroom that is always chilly, this little heater shines!! Highly recommended.",0.6974,0.6114
