ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At,Fan,Price,English,Title1,Review1,sentiment_score_Rev,sentiment_score_Title
R11H6A46RVQLVQ,James Garcia,https://www.amazon.com/gp/profile/amzn1.account.AFLHXEMYCOY7XWDEXHOIHAJHDRHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Only lasted a year,3,3.0 out of 5 stars,"Lasted from March 2024 to April 2025. Was a really great fan, but for the price and brand name I expected more longevity",https://www.amazon.com/gp/customer-reviews/R11H6A46RVQLVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,28-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:53:53.846Z,2,39.97,0,Only lasted a year,"Lasted from March 2024 to April 2025. Was a really great fan, but for the price and brand name I expected more longevity",0.5401,0
R32HE7THOOTU69,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHMZPFOW2MFARVPGXJJHNNUXOYFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Windmachine only,5,5.0 out of 5 stars,"Had one growing up because the top floor could never seem to get enough ac, I've been through tower fans, ceiling fans, stand up fans you name it and as an adult, find myself coming back to old reliable. Love the price. Love how long lasting. The one I used in my younger years was a hand me down from my brother's and lasted me three years after however long they wrecked havok on them for. Tried the fancy remote tower fans, the highest setting was to low and I mistakenly thought if it was pricier it would be more efficient, not the case. So now I have one in our bedroom and one in my workout room and they are amazing and I hope this style stays around and this company because for literally generations, this fan isn't too loud for me, produces 3 options that are all useful (low sleeping, high working out) in between cheap and pricy and works better than the over priced ones. It's a win. As long as it's around I will never want another fan.",https://www.amazon.com/gp/customer-reviews/R32HE7THOOTU69/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,27-Apr-25,,Verified Purchase,17 people found this helpful,,,,2025-05-29T13:53:53.847Z,2,39.97,0,Windmachine only,"Had one growing up because the top floor could never seem to get enough ac, I've been through tower fans, ceiling fans, stand up fans you name it and as an adult, find myself coming back to old reliable. Love the price. Love how long lasting. The one I used in my younger years was a hand me down from my brother's and lasted me three years after however long they wrecked havok on them for. Tried the fancy remote tower fans, the highest setting was to low and I mistakenly thought if it was pricier it would be more efficient, not the case. So now I have one in our bedroom and one in my workout room and they are amazing and I hope this style stays around and this company because for literally generations, this fan isn't too loud for me, produces 3 options that are all useful (low sleeping, high working out) in between cheap and pricy and works better than the over priced ones. It's a win. As long as it's around I will never want another fan.",0.9827,0
R1UPOIWDM8ERD1,Nathan,https://www.amazon.com/gp/profile/amzn1.account.AHMXII7LHNEYEUN43GL5EB7WT5YA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Doesn’t last,2,2.0 out of 5 stars,"Nice fan, but only for 11 months. It’s dead now. My 10 year old Lasko box fan is still running smoothly.",https://www.amazon.com/gp/customer-reviews/R1UPOIWDM8ERD1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,24-Apr-25,,Verified Purchase,,,,,2025-05-29T13:53:53.848Z,2,39.97,0,Doesn’t last,"Nice fan, but only for 11 months. It’s dead now. My 10 year old Lasko box fan is still running smoothly.",-0.3506,0
R3CD6OH6TDDK79,Kurtis A. Reneau,https://www.amazon.com/gp/profile/amzn1.account.AEN5QBRVUJVH3PEQPNNDWL7CG5ZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This fan came USED and BROKEN.,1,1.0 out of 5 stars,This fan came used and broken. It has a grease mark across the top and the one plug end is bent up.,https://www.amazon.com/gp/customer-reviews/R3CD6OH6TDDK79/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,23-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:53:53.848Z,2,39.97,0,This fan came USED and BROKEN.,This fan came used and broken. It has a grease mark across the top and the one plug end is bent up.,0,-0.368
R1P5XRAFEB3LO6,gil s perez,https://www.amazon.com/gp/profile/amzn1.account.AHUOWRIYIHX6LYW3KW3HB5II77YQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,excellent,5,5.0 out of 5 stars,excellent,https://www.amazon.com/gp/customer-reviews/R1P5XRAFEB3LO6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,23-Apr-25,,Verified Purchase,,,,,2025-05-29T13:53:53.849Z,2,39.97,0,excellent,excellent,0.5719,0.5719
R6KXUYWC6A8Q5,Kevin,https://www.amazon.com/gp/profile/amzn1.account.AFX762TARH2TVTWH2M6LMQRSEZPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Cool it down!,5,5.0 out of 5 stars,Works great! Moves air!!!,https://www.amazon.com/gp/customer-reviews/R6KXUYWC6A8Q5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,22-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:53:53.849Z,2,39.97,0,Cool it down!,Works great! Moves air!!!,0.7405,0.3802
R16JXWDVOPNTZM,Kelly H.Kelly H.,https://www.amazon.com/gp/profile/amzn1.account.AGISFLCNYEXUKC5VFCABJC7RJAMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,GREASE EVERYWHERE!!!,1,1.0 out of 5 stars,"Can showed up with BLACK GREASE SMEARED ALL OVER!!! Almost ruined my BRAND NEW WHITE  $5,000 CARPET!!!!!",https://www.amazon.com/gp/customer-reviews/R16JXWDVOPNTZM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,22-Apr-25,,Verified Purchase,,"https://m.media-amazon.com/images/I/61i95y+l1AL._SY88.jpg
https://m.media-amazon.com/images/I/81wrYQwaSfL._SY88.jpg","https://m.media-amazon.com/images/I/61i95y+l1AL.jpg
https://m.media-amazon.com/images/I/81wrYQwaSfL.jpg",,2025-05-29T13:53:53.852Z,2,39.97,0,GREASE EVERYWHERE!!!,"Can showed up with BLACK GREASE SMEARED ALL OVER!!! Almost ruined my BRAND NEW WHITE  $5,000 CARPET!!!!!",-0.6092,0
R3NUQCYS5I9QVQ,Ricky PrevattRicky Prevatt,https://www.amazon.com/gp/profile/amzn1.account.AGTAYUODFLG3VC7Q2RC2U6ZEIZGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Arrived Used:,1,1.0 out of 5 stars,"Arrived clearly used and not necessarily damaged, but in overall poor condition.",https://www.amazon.com/gp/customer-reviews/R3NUQCYS5I9QVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,22-Apr-25,,Verified Purchase,One person found this helpful,"https://m.media-amazon.com/images/I/61X946MUDPL._SY88.jpg
https://m.media-amazon.com/images/I/61z+Vfh7CIL._SY88.jpg
https://m.media-amazon.com/images/I/71cHhliwQYL._SY88.jpg","https://m.media-amazon.com/images/I/61X946MUDPL.jpg
https://m.media-amazon.com/images/I/61z+Vfh7CIL.jpg
https://m.media-amazon.com/images/I/71cHhliwQYL.jpg",,2025-05-29T13:53:53.854Z,2,39.97,0,Arrived Used:,"Arrived clearly used and not necessarily damaged, but in overall poor condition.",-0.3812,0
R3OFVWRSL3AK0Z,Cassandra West,https://www.amazon.com/gp/profile/amzn1.account.AEJLHUU7XKMAGDVEDDVD3O5OEABQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Cheap and Dangerous,1,1.0 out of 5 stars,The fan was lighter than it should be for its size. It was not very strong at any speed. All speeds seemed about the same. It emitted a plastic smell. It randomly stopped working after maybe a day (total) of use. I will never buy it again.,https://www.amazon.com/gp/customer-reviews/R3OFVWRSL3AK0Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,20-Apr-25,,Verified Purchase,3 people found this helpful,,,,2025-05-29T13:53:53.855Z,2,39.97,0,Cheap and Dangerous,The fan was lighter than it should be for its size. It was not very strong at any speed. All speeds seemed about the same. It emitted a plastic smell. It randomly stopped working after maybe a day (total) of use. I will never buy it again.,-0.3651,-0.4767
R308A4120RZDRY,Shine Landing Farms,https://www.amazon.com/gp/profile/amzn1.account.AGMSROPVVJIU6KTHKP5UGG2OMGBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,I’m a Fan of these Fans,5,5.0 out of 5 stars,These fans circulate plenty of air without a whole lot of noise. I bought two to supplement my ceiling fans. Using them allows me to delay having to turn on the central air too early in the season.,https://www.amazon.com/gp/customer-reviews/R308A4120RZDRY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,20-Apr-25,,Verified Purchase,,,,,2025-05-29T13:53:53.856Z,2,39.97,0,I’m a Fan of these Fans,These fans circulate plenty of air without a whole lot of noise. I bought two to supplement my ceiling fans. Using them allows me to delay having to turn on the central air too early in the season.,-0.3182,0.3182
R39VPIYAOJBGF6,Kyra,https://www.amazon.com/gp/profile/amzn1.account.AFSZ2CFCFZXB5LTW6IALOVFIUUFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Lasko,5,5.0 out of 5 stars,Lasso has always been a great brand. Super quiet and powerful. Comes assembled. Sucks it not remote control powered.,https://www.amazon.com/gp/customer-reviews/R39VPIYAOJBGF6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,19-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:54:02.408Z,2,39.97,0,Lasko,Lasso has always been a great brand. Super quiet and powerful. Comes assembled. Sucks it not remote control powered.,0.8519,0
RT6W1XHSKI4I4,Dayner Cutiño,https://www.amazon.com/gp/profile/amzn1.account.AH53O27NAHBA7XHX6K3SGHEKGJCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Delivery man was excellent,5,5.0 out of 5 stars,The delivery from the delivery man esa excelent and on time. Thank you very much. The fan is really good.,https://www.amazon.com/gp/customer-reviews/RT6W1XHSKI4I4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,19-Apr-25,,Verified Purchase,,,,,2025-05-29T13:54:02.409Z,2,39.97,0,Delivery man was excellent,The delivery from the delivery man esa excelent and on time. Thank you very much. The fan is really good.,0.8051,0.5719
R5F1D38PYUNIG,Speed ReaderSpeed Reader,https://www.amazon.com/gp/profile/amzn1.account.AFYJUO6GXCASQS2Z6J2WBVSNTQKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Used- NOT New!  Beware buyers,1,1.0 out of 5 stars,Used-not new!!!The fan itself is fine but I would have liked to have had a new one instead of used. Just took it out of the box. I plugged it up and it works.,https://www.amazon.com/gp/customer-reviews/R5F1D38PYUNIG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,19-Apr-25,,Verified Purchase,2 people found this helpful,"https://m.media-amazon.com/images/I/61PCQT1hnrL._SY88.jpg
https://m.media-amazon.com/images/I/61tlV1SYoNL._SY88.jpg
https://m.media-amazon.com/images/I/715CCB3ij8L._SY88.jpg","https://m.media-amazon.com/images/I/61PCQT1hnrL.jpg
https://m.media-amazon.com/images/I/61tlV1SYoNL.jpg
https://m.media-amazon.com/images/I/715CCB3ij8L.jpg",,2025-05-29T13:54:02.409Z,2,39.97,0,Used- NOT New!  Beware buyers,Used-not new!!!The fan itself is fine but I would have liked to have had a new one instead of used. Just took it out of the box. I plugged it up and it works.,0.7668,0
R1L3RU10B4BJUP,AuBadge,https://www.amazon.com/gp/profile/amzn1.account.AGEIEX3IGCAI5RMPAYXKUUMT625A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,You Want This Fan,5,5.0 out of 5 stars,"It is a workhorse. 5 blades move a LOT of air. I'm buying a second one for those days when I don't want to use the central AC. I have several fans from this company, and never had a problem with any of them. Highly recommended.",https://www.amazon.com/gp/customer-reviews/R1L3RU10B4BJUP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,18-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:54:02.410Z,2,39.97,0,You Want This Fan,"It is a workhorse. 5 blades move a LOT of air. I'm buying a second one for those days when I don't want to use the central AC. I have several fans from this company, and never had a problem with any of them. Highly recommended.",0.4817,0.4451
R18ACUXHT7E0OK,Bill from Souderton,https://www.amazon.com/gp/profile/amzn1.account.AEFIQYV6NGJ3BXBE7LXINK3OHS7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not a very strong air flow,1,1.0 out of 5 stars,The fan I received is very very weakly blowing air.I can not recommend this fan.,https://www.amazon.com/gp/customer-reviews/R18ACUXHT7E0OK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,17-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:54:02.411Z,2,39.97,0,Not a very strong air flow,The fan I received is very very weakly blowing air.I can not recommend this fan.,-0.1422,-0.4439
R191POQT0LVNBD,s.hartman,https://www.amazon.com/gp/profile/amzn1.account.AERMNKGFZ6NGZ77JLIJHCOVSFB7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good purchase,5,5.0 out of 5 stars,Best fan I’ve purchased in awhile. Blows good. Keeps room cool. Will be buying again,https://www.amazon.com/gp/customer-reviews/R191POQT0LVNBD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,16-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:54:02.412Z,2,39.97,0,Good purchase,Best fan I’ve purchased in awhile. Blows good. Keeps room cool. Will be buying again,0.8934,0.4404
RDWDJOCRFZVTT,Brande Russell,https://www.amazon.com/gp/profile/amzn1.account.AGGYQ7WRKFEJEGXDTFAGKKLXAA7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Junk don't buy,1,1.0 out of 5 stars,I bought this fan less than 1 year ago and the motor is already shot on it. Do not buy.,https://www.amazon.com/gp/customer-reviews/RDWDJOCRFZVTT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,16-Apr-25,,Verified Purchase,One person found this helpful,,,,2025-05-29T13:54:02.412Z,2,39.97,0,Junk don't buy,I bought this fan less than 1 year ago and the motor is already shot on it. Do not buy.,0.3869,0
R3HYJXW0TDYJ9H,Evie,https://www.amazon.com/gp/profile/amzn1.account.AEDOBVVWCR4ZEY2EN32QMJRTCHPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Room fan,3,3.0 out of 5 stars,Moves a lot of air. Didn’t last a full heating season.,https://www.amazon.com/gp/customer-reviews/R3HYJXW0TDYJ9H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,15-Apr-25,,Verified Purchase,2 people found this helpful,,,,2025-05-29T13:54:02.413Z,2,39.97,0,Room fan,Moves a lot of air. Didn’t last a full heating season.,0,0.3182
R3JZ1L9204Z78V,Blanca Rivas,https://www.amazon.com/gp/profile/amzn1.account.AGUITGRTDDHYZELIDJ4IZKIQYM4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Recomendado,4,4.0 out of 5 stars,Es bueno,https://www.amazon.com/gp/customer-reviews/R3JZ1L9204Z78V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,14-Apr-25,,Verified Purchase,,,,,2025-05-29T13:54:02.413Z,2,39.97,0,Recomendado,Es bueno,0,0
R3LODSSDO14QYU,Samantha MarieSamantha Marie,https://www.amazon.com/gp/profile/amzn1.account.AELZWBUDVPK6PV3HCRHO3TOBTETA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Soothing,5,5.0 out of 5 stars,Works great the noise helps me sleep!,https://www.amazon.com/gp/customer-reviews/R3LODSSDO14QYU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00002N5ZB,14-Apr-25,,Verified Purchase,6 people found this helpful,https://m.media-amazon.com/images/I/71jDWRbREJL._SY88.jpg,https://m.media-amazon.com/images/I/71jDWRbREJL.jpg,,2025-05-29T13:54:02.414Z,2,39.97,0,Soothing,Works great the noise helps me sleep!,0.7901,0.3182
R3K80T3Y11EPUC,Missy wenzlick,https://www.amazon.com/gp/profile/amzn1.account.AEPUBE4TAGSPQSDLZ7WIDDMLYBUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Small and portable!,5,5.0 out of 5 stars,Small and portable.  I use it at the gym each morning and love it.,https://www.amazon.com/gp/customer-reviews/R3K80T3Y11EPUC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,27-May-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.473Z,3,32.99,0,Small and portable!,Small and portable.  I use it at the gym each morning and love it.,0.6369,0
R26158PWSYMU4V,Jennie B.,https://www.amazon.com/gp/profile/amzn1.account.AE7M5267P5SNT2467AGNHU3YNBIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Light weight,3,3.0 out of 5 stars,Part missing,https://www.amazon.com/gp/customer-reviews/R26158PWSYMU4V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,19-May-25,Color: White,Verified Purchase,,,,,2025-05-29T13:55:22.474Z,3,32.99,0,Light weight,Part missing,-0.296,0
R13FQVURDGVCH0,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHNFRULCJMEVDAXMKNJXNX5ZYPGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not bad for the price but not quite perfect. disappointed it is giving out so soon.,3,3.0 out of 5 stars,it is starting to get slower on the fan output. i plug it in each time to get it to turn on because it easier the pushing the button. i would order a different brand next time.,https://www.amazon.com/gp/customer-reviews/R13FQVURDGVCH0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,18-May-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.475Z,3,32.99,0,Not bad for the price but not quite perfect. disappointed it is giving out so soon.,it is starting to get slower on the fan output. i plug it in each time to get it to turn on because it easier the pushing the button. i would order a different brand next time.,0.6249,0.5176
RTIE4DS4M8E3B,charlotte gibson ashcraft,https://www.amazon.com/gp/profile/amzn1.account.AHHVL6K7USEIEJG3UF6ODNL75TZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,disappointed with this purchase and am returning it.,1,1.0 out of 5 stars,The fan arrived with packaging torn and without the power cord.,https://www.amazon.com/gp/customer-reviews/RTIE4DS4M8E3B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,17-May-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.476Z,3,32.99,0,disappointed with this purchase and am returning it.,The fan arrived with packaging torn and without the power cord.,0.0772,-0.4767
R1CM03AUSGDELU,Betsy P. Cosmos,https://www.amazon.com/gp/profile/amzn1.account.AGPNGN7CY24ZIZOSWE56IQH4PLXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great for emergency back up!,5,5.0 out of 5 stars,"I like this fan...bought it for those times we lose power.  Although I had an issue with the product, the seller was immediately responsive and fixed the problem.  I recommend this for people who live in hurricane zones (like I do) so you can stay cool if you lose your AC!",https://www.amazon.com/gp/customer-reviews/R1CM03AUSGDELU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,14-May-25,Color: White,Verified Purchase,2 people found this helpful,,,,2025-05-29T13:55:22.476Z,3,32.99,0,Great for emergency back up!,"I like this fan...bought it for those times we lose power.  Although I had an issue with the product, the seller was immediately responsive and fixed the problem.  I recommend this for people who live in hurricane zones (like I do) so you can stay cool if you lose your AC!",0.5411,0.4199
RI2FXR1IRWT4A,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGCMRZSTJ67DLYVSBLJZZZDTQFXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best lightweight portable fan.,5,5.0 out of 5 stars,"Bought this last year for my husband and this year one for me! The 2 speeds are great, and I don’t even need it on high. The power on low is substantial, a mighty power fan it is! Light and sits right on my bedside table. The cord is plenty long enough to plug in. I recommend it to get through the hot days and nights.",https://www.amazon.com/gp/customer-reviews/RI2FXR1IRWT4A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,12-May-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.477Z,3,32.99,0,Best lightweight portable fan.,"Bought this last year for my husband and this year one for me! The 2 speeds are great, and I don’t even need it on high. The power on low is substantial, a mighty power fan it is! Light and sits right on my bedside table. The cord is plenty long enough to plug in. I recommend it to get through the hot days and nights.",0.8475,0.7579
R3QH444FRNXHZE,Sab,https://www.amazon.com/gp/profile/amzn1.account.AGPIUKO5BXTCV3DUK62L7E6K2UUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quiet,5,5.0 out of 5 stars,Nice and quiet,https://www.amazon.com/gp/customer-reviews/R3QH444FRNXHZE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,5-May-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.478Z,3,32.99,0,Quiet,Nice and quiet,0.4215,0
R2THXTL63ZITPN,Debra D Coley,https://www.amazon.com/gp/profile/amzn1.account.AE2Y2N5VYUFJHLNK5WZHJ4GV5RSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great to have especially if you're some where without electricity,5,5.0 out of 5 stars,Love it and the way I can plug it up or use batteries for it. And it's working perfectly especially at night. I ordered two and might order two more. I just love them. Thank you for developing this.,https://www.amazon.com/gp/customer-reviews/R2THXTL63ZITPN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,29-Apr-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.478Z,3,32.99,0,Great to have especially if you're some where without electricity,Love it and the way I can plug it up or use batteries for it. And it's working perfectly especially at night. I ordered two and might order two more. I just love them. Thank you for developing this.,0.9465,0.6249
R3H1JUDA18XY2T,Megan,https://www.amazon.com/gp/profile/amzn1.account.AEO3LNPK43JKHWEJ7XJGS25Z7BKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Runs for hours,5,5.0 out of 5 stars,Ordered two. They come in handy when we loose power. Also great outside on a hot summer day.,https://www.amazon.com/gp/customer-reviews/R3H1JUDA18XY2T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,26-Apr-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:22.479Z,3,32.99,0,Runs for hours,Ordered two. They come in handy when we loose power. Also great outside on a hot summer day.,0.4215,0
R2E7Q3X9APDZRO,Kelli Silva,https://www.amazon.com/gp/profile/amzn1.account.AFWGHOEJJPKYKMJ3Y3MXSGZI3HIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,VERY NOISY-DON'T BUY,1,1.0 out of 5 stars,"VERY noisy, very expensive for it being so noisy.  I had an older version of this fan for YEARS without an issue but it finally died so I bought this one to replace it.  EXTREMELY noisy and I didn't try to use it until after the return date.  VERY DISAPPOINTED.  Man they don't make things like they used to.  I would not purchase this again. :(",https://www.amazon.com/gp/customer-reviews/R2E7Q3X9APDZRO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,22-Apr-25,Color: White,Verified Purchase,One person found this helpful,,,,2025-05-29T13:55:22.480Z,3,32.99,0,VERY NOISY-DON'T BUY,"VERY noisy, very expensive for it being so noisy.  I had an older version of this fan for YEARS without an issue but it finally died so I bought this one to replace it.  EXTREMELY noisy and I didn't try to use it until after the return date.  VERY DISAPPOINTED.  Man they don't make things like they used to.  I would not purchase this again. :(",-0.9763,0
R3G09RT1LPP5HR,Rebecca Meyer,https://www.amazon.com/gp/profile/amzn1.account.AHWF26LPRA36S5KQ6DVMOB2LPZTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A life saver,5,5.0 out of 5 stars,I took this fan on a cruise.  It absolutely saved my life!  I'm at that stage of life where I need air blowing on me at night.  This fan was perfect.  Exactly as described.,https://www.amazon.com/gp/customer-reviews/R3G09RT1LPP5HR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,14-Apr-25,Color: Fan,Verified Purchase,One person found this helpful,,,,2025-05-29T13:55:31.370Z,3,32.99,0,A life saver,I took this fan on a cruise.  It absolutely saved my life!  I'm at that stage of life where I need air blowing on me at night.  This fan was perfect.  Exactly as described.,0.9069,0
R1JAK2OMN39BG8,B. A. Graybeal,https://www.amazon.com/gp/profile/amzn1.account.AFHE24YSZIIVQVVISXHXYWIYTWTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Aventa 10"" 2 Speed Fan Does The Job",5,5.0 out of 5 stars,"I am one of those people who need to have air movement in my bedroom to be able to sleep well. Not necessarily hot or cold air, just neutral as I use them year round.. (I use the lower speed)...not a lot, just enough to keep the room from feeling stuffy or hard to breath.  Also, I need the fan to be very quiet or it keeps me awake. This fan is compact, with 2 speeds, quiet, small enough to move easily, with a reasonable cost and it holds up well. If you need a little more speed or more cooling, high does the job This is my go to fan.  When I wear one out, I just order another.",https://www.amazon.com/gp/customer-reviews/R1JAK2OMN39BG8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,2-Apr-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:31.370Z,3,32.99,0,"Aventa 10"" 2 Speed Fan Does The Job","I am one of those people who need to have air movement in my bedroom to be able to sleep well. Not necessarily hot or cold air, just neutral as I use them year round.. (I use the lower speed)...not a lot, just enough to keep the room from feeling stuffy or hard to breath.  Also, I need the fan to be very quiet or it keeps me awake. This fan is compact, with 2 speeds, quiet, small enough to move easily, with a reasonable cost and it holds up well. If you need a little more speed or more cooling, high does the job This is my go to fan.  When I wear one out, I just order another.",0.8666,0.3182
RNK8BIPE2K7JO,Barbara Thorngren,https://www.amazon.com/gp/profile/amzn1.account.AHFF5PUITGEHTD5CCOUFW5FQK7GA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery operated fan,5,5.0 out of 5 stars,Works great,https://www.amazon.com/gp/customer-reviews/RNK8BIPE2K7JO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,2-Apr-25,Color: Fan,Verified Purchase,,,,,2025-05-29T13:55:31.371Z,3,32.99,0,Battery operated fan,Works great,0.6249,0.3182
R2S5BLKER11EUG,Clem50,https://www.amazon.com/gp/profile/amzn1.account.AEAMU6YV6LHNBSY5FHULLITGG2IQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Comfort in power outages,5,5.0 out of 5 stars,"Bought for power outages from storms, etc.When you place one on each side of your bed, you can actually be comfortable & sleep even if it’s 80+ degrees in your house. Also, place one on each side of you on the sofa, chair, etc. & you’re more comfortable.Be sure you buy the ones that actually use batteries. Some are rechargeable which would be fine for other purposes, however, not during power outages.",https://www.amazon.com/gp/customer-reviews/R2S5BLKER11EUG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09T8FWWS1,22-Mar-25,Color: Fan,Verified Purchase,One person found this helpful,,,,2025-05-29T13:55:31.371Z,3,32.99,0,Comfort in power outages,"Bought for power outages from storms, etc.When you place one on each side of your bed, you can actually be comfortable & sleep even if it’s 80+ degrees in your house. Also, place one on each side of you on the sofa, chair, etc. & you’re more comfortable.Be sure you buy the ones that actually use batteries. Some are rechargeable which would be fine for other purposes, however, not during power outages.",0.7703,0.3612
